Frame,psnr,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,ssim,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
346,43.644418,2.615898,6.883236,0.976317,0.970796,0.956027,0.973227,0.987757,0.993861,0.722832,0.927367,0.958720,0.974271,91.565281,
347,43.869547,2.615898,2.615898,0.981657,0.973305,0.959974,0.979185,0.993149,0.993679,0.721292,0.930141,0.961652,0.975685,92.967997,
348,45.078363,4.835867,5.318287,0.985455,0.974330,0.970767,0.986025,0.994236,0.996062,0.760660,0.962665,0.981144,0.988671,98.583244,
349,44.262682,2.257643,4.835867,0.983917,0.975649,0.963008,0.983762,0.994018,0.994443,0.743433,0.940788,0.968366,0.980382,93.690330,
350,44.401373,2.257643,2.257643,0.983433,0.976331,0.965953,0.981630,0.993069,0.994532,0.745565,0.941823,0.968873,0.980823,93.644996,
351,44.810139,4.565222,4.565222,0.982982,0.975650,0.966577,0.982334,0.991845,0.995310,0.750624,0.952751,0.975562,0.985174,97.139118,
352,44.639041,4.803462,5.745290,0.981871,0.977691,0.965969,0.981296,0.989479,0.994341,0.747010,0.938938,0.965595,0.978142,96.148515,
353,43.622945,4.803462,4.803462,0.981161,0.974587,0.956812,0.978658,0.992783,0.992970,0.710386,0.928168,0.961634,0.976297,95.630813,
354,45.295114,3.986571,6.112503,0.987249,0.977324,0.971344,0.986241,0.996701,0.995715,0.755936,0.962028,0.981658,0.989655,98.010146,
355,44.009924,3.352831,3.986571,0.975805,0.965375,0.958389,0.972117,0.987665,0.994438,0.720757,0.938762,0.966241,0.978313,93.060470,
356,44.761232,3.352831,3.352831,0.981156,0.975785,0.962367,0.980566,0.989727,0.994533,0.750255,0.943973,0.968756,0.979908,94.473484,
357,44.678432,5.162445,5.162445,0.979522,0.974922,0.958335,0.975690,0.990763,0.994541,0.746389,0.943169,0.968585,0.980822,96.436498,
358,45.436876,2.965275,6.564112,0.986073,0.976949,0.969641,0.984750,0.995730,0.995878,0.762200,0.965242,0.982901,0.989889,96.546894,
359,44.979704,2.965275,2.965275,0.981042,0.976672,0.963514,0.977336,0.990817,0.994690,0.750913,0.946360,0.971045,0.982146,94.243169,
360,45.166033,3.210155,3.210155,0.984768,0.978356,0.966717,0.983924,0.993906,0.994657,0.758589,0.950414,0.973358,0.983643,95.599125,
361,44.617261,3.677213,5.603475,0.983369,0.976576,0.964501,0.981884,0.993233,0.994269,0.737639,0.942972,0.969502,0.981456,95.514563,
362,45.055758,3.490693,3.677213,0.982177,0.972841,0.963965,0.981508,0.992398,0.995402,0.745441,0.957799,0.978886,0.987734,95.985557,
363,44.240123,3.396021,3.490693,0.979963,0.976583,0.961738,0.980287,0.987607,0.993840,0.731579,0.933625,0.962770,0.977116,93.754975,
364,43.786583,3.396021,3.396021,0.976911,0.973007,0.956400,0.974004,0.987381,0.993212,0.709300,0.928317,0.961922,0.977415,93.067968,
365,44.462916,4.447027,7.616924,0.980657,0.974040,0.961785,0.978306,0.991159,0.994547,0.724333,0.946464,0.973376,0.984310,96.290365,
366,44.119021,2.937105,4.447027,0.978319,0.976019,0.960620,0.974773,0.987748,0.993452,0.717950,0.931129,0.962614,0.976767,92.781714,
367,43.598689,2.572858,2.937105,0.979226,0.974204,0.953038,0.973747,0.992945,0.992590,0.703624,0.922463,0.958291,0.974411,92.128599,
368,44.834969,2.572858,2.572858,0.982541,0.975021,0.962406,0.980486,0.993521,0.995134,0.738038,0.951906,0.976256,0.986220,94.642875,
369,43.702770,3.274676,3.274676,0.976141,0.968667,0.952487,0.972908,0.989170,0.993512,0.704312,0.929682,0.963226,0.978291,92.880264,
370,44.165766,3.214153,7.260585,0.978192,0.973371,0.955808,0.974329,0.989963,0.993924,0.719700,0.929518,0.961840,0.977350,93.110557,
371,43.595789,3.214153,3.214153,0.978856,0.972361,0.954193,0.972251,0.992894,0.992567,0.700209,0.919148,0.957391,0.975041,92.857727,
372,43.834901,4.828766,4.828766,0.976145,0.971666,0.953282,0.974118,0.986892,0.993924,0.708317,0.927630,0.962965,0.979115,94.851558,
373,50.948915,14.116238,100.536278,0.991207,0.993170,0.982645,0.986563,0.995700,0.998276,0.898100,0.981126,0.989930,0.993495,100.000000,
374,47.636915,14.116238,14.116238,0.980642,0.989401,0.969691,0.973494,0.984969,0.995942,0.840107,0.958572,0.976504,0.985272,100.000000,
375,48.505964,10.047141,15.105355,0.984943,0.989917,0.971766,0.978965,0.990603,0.996975,0.852441,0.968193,0.982997,0.989419,100.000000,
376,46.544977,7.189417,10.047141,0.986533,0.987190,0.974347,0.986262,0.990019,0.995925,0.814845,0.947342,0.968009,0.978166,100.000000,
377,48.208461,7.189417,7.189417,0.988632,0.991965,0.975640,0.985061,0.993484,0.996802,0.845674,0.965523,0.981263,0.987919,100.000000,
378,46.628743,11.402302,11.746629,0.983643,0.988322,0.973444,0.976383,0.989962,0.995371,0.818971,0.950623,0.972227,0.982836,100.000000,
379,46.350102,11.402302,11.402302,0.979427,0.985419,0.955525,0.972374,0.988492,0.995497,0.810885,0.949798,0.972343,0.982732,100.000000,
380,47.571534,5.428178,11.506844,0.986994,0.990736,0.971894,0.987043,0.990361,0.996516,0.838033,0.964263,0.980464,0.987436,99.603337,
381,46.431867,5.428178,5.428178,0.983798,0.985588,0.968775,0.979862,0.990014,0.996049,0.813500,0.950207,0.971818,0.981890,98.001252,
382,46.240701,7.015555,7.015555,0.984535,0.984822,0.967044,0.983145,0.990124,0.996004,0.809953,0.947484,0.969523,0.980229,99.865198,
383,47.968749,8.784310,12.654723,0.983036,0.981333,0.967892,0.978713,0.991050,0.996960,0.835205,0.965077,0.982093,0.989329,100.000000,
384,45.541066,8.784310,8.784310,0.979480,0.975959,0.956024,0.978563,0.987656,0.995849,0.788022,0.942452,0.967384,0.978378,100.000000,
385,46.345608,4.585485,11.439395,0.987721,0.983286,0.974763,0.987173,0.993120,0.996183,0.808864,0.952941,0.973349,0.982732,97.941906,
386,46.517779,4.585485,4.585485,0.984575,0.988060,0.961147,0.977290,0.993933,0.996059,0.810480,0.952518,0.973155,0.982478,97.226171,
387,47.224959,8.663400,10.251107,0.987894,0.991734,0.969112,0.986335,0.992958,0.996912,0.821425,0.963394,0.980594,0.987885,100.000000,
388,46.070482,8.663400,8.663400,0.981389,0.983765,0.963052,0.976369,0.989016,0.996036,0.798225,0.948839,0.970720,0.980793,100.000000,
389,46.750977,8.702466,16.293491,0.983176,0.987070,0.963108,0.978359,0.990965,0.996082,0.813999,0.956868,0.976296,0.984736,100.000000,
390,46.335848,7.922486,8.702466,0.982192,0.985113,0.964374,0.978680,0.989029,0.995753,0.800663,0.952229,0.974087,0.983819,100.000000,
391,45.997524,7.683406,7.922486,0.980929,0.986044,0.962847,0.976807,0.987161,0.995776,0.795042,0.947908,0.969913,0.980445,99.893289,
392,47.622342,7.683406,7.683406,0.986992,0.987469,0.975274,0.982890,0.993061,0.996840,0.824939,0.967754,0.983922,0.990622,100.000000,
393,46.217352,12.420422,12.420422,0.984787,0.985293,0.967557,0.981828,0.991466,0.995462,0.793124,0.948525,0.971472,0.981650,100.000000,
394,46.336619,12.701917,13.822117,0.984904,0.987990,0.970139,0.981246,0.990132,0.995952,0.799460,0.950216,0.972686,0.982921,100.000000,
395,46.102559,10.657476,12.701917,0.984680,0.986667,0.970373,0.979271,0.990850,0.995946,0.795327,0.946160,0.969750,0.980439,100.000000,
396,47.430213,10.657476,10.657476,0.989939,0.983913,0.981051,0.987524,0.995632,0.996707,0.824895,0.966372,0.982390,0.988982,100.000000,
397,46.103742,6.957485,13.661039,0.981940,0.984639,0.961443,0.977474,0.990103,0.995610,0.791692,0.945108,0.969797,0.980874,99.257587,
398,45.976917,6.957485,6.957485,0.984150,0.982366,0.965815,0.980687,0.992435,0.995874,0.797014,0.949151,0.972085,0.982434,99.985847,
399,46.412187,8.284448,15.515438,0.980234,0.987314,0.955282,0.976781,0.987703,0.995667,0.796837,0.949021,0.971650,0.981408,100.000000,
400,47.479125,8.284448,8.284448,0.988814,0.986651,0.974380,0.987256,0.995091,0.996815,0.823441,0.968339,0.984181,0.990545,100.000000,
401,46.228649,5.571587,12.033059,0.981351,0.986715,0.957586,0.977682,0.989231,0.995880,0.798134,0.949574,0.971696,0.981484,97.590271,
402,45.816865,5.571587,5.571587,0.985636,0.981071,0.970433,0.984095,0.992350,0.996111,0.796035,0.946991,0.969498,0.979880,98.290444,
403,46.951563,7.844449,8.505757,0.987560,0.989361,0.972540,0.984569,0.993228,0.996407,0.817423,0.961178,0.979194,0.986423,100.000000,
404,46.014578,7.844449,7.844449,0.983866,0.983549,0.964467,0.981084,0.991619,0.995902,0.801547,0.950365,0.972326,0.982117,100.000000,
405,45.937112,7.222291,10.385000,0.982847,0.986624,0.958854,0.978150,0.991341,0.995932,0.796906,0.948904,0.971546,0.981869,99.950970,
406,46.980028,6.539546,7.222291,0.990329,0.984629,0.977940,0.991542,0.994966,0.996946,0.817580,0.967805,0.982943,0.988976,100.000000,
407,45.738713,2.391565,6.539546,0.985797,0.981427,0.963971,0.986539,0.992725,0.996090,0.792583,0.951938,0.973743,0.983476,94.784045,
408,46.331894,2.391565,2.391565,0.987432,0.979806,0.970289,0.986247,0.995247,0.996398,0.801046,0.961633,0.980100,0.987591,95.784917,
409,45.602157,7.624794,8.168666,0.982266,0.980210,0.961698,0.977409,0.991427,0.995887,0.786198,0.946570,0.970253,0.981149,100.000000,
410,44.938645,7.624794,7.624794,0.982949,0.972951,0.959982,0.982292,0.992823,0.995774,0.773107,0.942186,0.967677,0.979357,100.000000,
411,45.821522,5.929366,8.070018,0.987557,0.974960,0.967062,0.988510,0.996007,0.996559,0.789027,0.957421,0.978243,0.986898,100.000000,
412,44.119132,5.929366,5.929366,0.982500,0.972114,0.957684,0.980110,0.993547,0.994537,0.705290,0.938508,0.967662,0.979827,97.859564,
413,44.652194,6.187694,9.565189,0.983133,0.977229,0.955558,0.979087,0.994411,0.995008,0.727545,0.939751,0.968110,0.980180,98.375199,
414,44.523086,6.187694,6.187694,0.982543,0.975648,0.953191,0.981152,0.993009,0.995276,0.724594,0.941691,0.969768,0.981197,98.403947,
415,46.239249,13.544799,13.544799,0.983138,0.980659,0.960075,0.978678,0.993789,0.995400,0.764504,0.953116,0.976744,0.986230,100.000000,
416,47.418271,11.781123,14.434739,0.986534,0.989875,0.966556,0.983866,0.993033,0.996295,0.797344,0.964182,0.982033,0.989169,100.000000,
417,46.079731,8.372788,11.781123,0.983480,0.988222,0.965214,0.979269,0.990327,0.994409,0.771963,0.947751,0.971997,0.982815,100.000000,
418,45.327402,6.766471,8.372788,0.985463,0.985029,0.972763,0.982980,0.991438,0.994358,0.755331,0.941035,0.967111,0.979261,99.492999,
419,46.640580,6.766471,6.766471,0.986785,0.989252,0.974079,0.982151,0.992393,0.995080,0.786371,0.951099,0.974179,0.983681,100.000000,
420,40.570515,7.389174,83.689064,0.940083,0.955807,0.916414,0.929485,0.954352,0.989682,0.565581,0.884414,0.936726,0.960881,87.458911,
421,38.569926,7.389174,7.389174,0.917735,0.935712,0.900376,0.905034,0.928533,0.981558,0.481356,0.815545,0.892459,0.930578,78.751134,
422,38.457032,7.419027,7.419027,0.914036,0.941378,0.885564,0.896780,0.930294,0.980631,0.474677,0.806513,0.888525,0.928129,77.708012,
423,36.627786,7.460186,7.460186,0.883622,0.937407,0.859942,0.856337,0.890814,0.962077,0.387071,0.685377,0.787477,0.846630,63.038478,
424,36.304828,7.469473,7.469473,0.871958,0.932824,0.847154,0.841911,0.878963,0.960594,0.373813,0.676911,0.778485,0.836934,59.920019,
425,37.262621,7.559776,7.559776,0.895753,0.934997,0.863702,0.874354,0.910912,0.972546,0.411524,0.756452,0.847433,0.892590,70.258754,
426,36.376386,7.622053,7.622053,0.880041,0.932271,0.846969,0.854320,0.892292,0.962937,0.377571,0.690187,0.794265,0.852258,63.078859,
427,36.613878,7.669879,7.669879,0.885426,0.938090,0.864358,0.857861,0.891952,0.963846,0.386955,0.699342,0.800470,0.855346,64.508773,
428,37.713151,7.727826,7.727826,0.909013,0.931069,0.872468,0.892826,0.931484,0.978191,0.435700,0.800488,0.886143,0.927440,76.924357,
429,35.991088,7.783555,7.804422,0.875916,0.932953,0.849996,0.856902,0.876072,0.956668,0.369045,0.660938,0.757674,0.817322,59.260020,
430,35.400961,7.783555,7.783555,0.857252,0.928266,0.830655,0.824525,0.861933,0.951062,0.340784,0.630121,0.733896,0.797457,54.130735,
431,36.492801,7.783974,7.783974,0.882299,0.927845,0.847400,0.859667,0.896768,0.966208,0.380888,0.715146,0.811889,0.862705,64.774115,
432,35.292948,7.818883,7.818883,0.861366,0.925054,0.826342,0.837809,0.867551,0.951763,0.338072,0.630999,0.735761,0.799375,55.129403,
433,35.710795,7.790697,7.848615,0.868995,0.930712,0.849438,0.846848,0.865971,0.954468,0.353336,0.648025,0.748712,0.807123,57.181938,
434,37.444620,7.774098,7.790697,0.907697,0.929481,0.871227,0.890944,0.931392,0.976128,0.424142,0.787811,0.875409,0.919227,75.744460,
435,35.883426,7.685536,7.774098,0.879261,0.931859,0.851964,0.863317,0.880395,0.956472,0.365685,0.668929,0.770477,0.829157,60.916429,
436,36.098957,7.685536,7.685536,0.873070,0.928531,0.840537,0.842949,0.887566,0.960567,0.361256,0.685689,0.792163,0.848583,61.532776,
437,35.190465,7.677876,7.705543,0.853634,0.924344,0.824111,0.823494,0.858175,0.948924,0.330415,0.624978,0.737652,0.805993,54.087933,
438,35.770715,7.575026,7.677876,0.865795,0.934332,0.846865,0.832041,0.867951,0.954639,0.355806,0.649279,0.755383,0.816850,57.148652,
439,37.396122,7.522032,7.575026,0.903324,0.928885,0.867015,0.882139,0.928719,0.975079,0.418479,0.778797,0.869593,0.914633,74.064945,
440,35.950157,7.498566,7.522032,0.881022,0.936334,0.856522,0.863680,0.879720,0.954948,0.362858,0.659828,0.760292,0.818944,60.188041,
441,35.186808,7.348732,7.498566,0.846349,0.922958,0.820916,0.810596,0.849204,0.945064,0.322518,0.606233,0.715188,0.781555,50.520649,
442,36.151681,7.257965,7.348732,0.871035,0.923717,0.837466,0.842910,0.885449,0.960303,0.358589,0.684331,0.786449,0.840987,60.018151,
443,35.336655,7.257965,7.257965,0.852754,0.928665,0.825322,0.824188,0.851342,0.945735,0.328747,0.608288,0.716282,0.782887,51.698862,
444,35.019240,7.284040,7.284040,0.846661,0.916850,0.823580,0.815339,0.848021,0.943733,0.315413,0.601411,0.710552,0.776969,50.213727,
445,37.668340,7.326409,7.326409,0.899020,0.939037,0.862455,0.874300,0.919622,0.973227,0.423824,0.758461,0.850833,0.900298,71.324921,
446,36.872264,7.373059,7.373059,0.893382,0.923805,0.854057,0.872323,0.918039,0.970566,0.392986,0.743830,0.844854,0.896825,69.910784,
447,37.088486,7.518084,7.518084,0.898654,0.929195,0.853559,0.880234,0.924714,0.972537,0.410163,0.759380,0.859044,0.907906,72.328983,
448,35.006259,7.527300,7.571174,0.861386,0.925673,0.830181,0.832858,0.869532,0.942934,0.323541,0.606691,0.714850,0.782017,53.559231,
449,34.409536,7.445524,7.527300,0.834910,0.923023,0.809966,0.792380,0.838312,0.931351,0.295522,0.555946,0.667290,0.738526,45.679731,
450,35.310826,7.445524,7.445524,0.856145,0.918767,0.823312,0.825639,0.867565,0.949904,0.328300,0.634746,0.743041,0.804474,54.273258,
451,34.488280,7.462344,7.462344,0.840949,0.918555,0.805023,0.808061,0.848331,0.935808,0.300462,0.568924,0.679328,0.750401,47.531257,
452,34.804372,7.501490,7.518952,0.849629,0.923706,0.825747,0.813109,0.854564,0.938364,0.312172,0.583612,0.693735,0.761427,49.899901,
453,35.846558,7.474264,7.501490,0.878563,0.914850,0.832535,0.852538,0.907825,0.960943,0.356210,0.695357,0.804795,0.864680,63.849429,
454,35.222999,7.474264,7.474264,0.856542,0.920033,0.816610,0.826922,0.870882,0.944445,0.328057,0.611183,0.717362,0.784447,52.721269,
455,35.643259,7.500381,7.539071,0.867324,0.920571,0.822222,0.838923,0.889187,0.953581,0.346644,0.655362,0.763342,0.824546,58.074782,
456,34.601389,7.446956,7.500381,0.850707,0.905774,0.804092,0.818179,0.875644,0.940798,0.305332,0.596196,0.712671,0.784324,51.768119,
457,34.538195,7.446956,7.446956,0.833503,0.908711,0.783098,0.796563,0.854664,0.938263,0.304122,0.584466,0.699307,0.770743,47.559155,
458,36.699587,7.343894,7.447715,0.885131,0.926841,0.836694,0.857950,0.913426,0.965269,0.384939,0.715483,0.819367,0.877008,66.128743,
459,40.015492,7.281656,7.343894,0.938731,0.948718,0.911871,0.928982,0.957070,0.989311,0.543973,0.880842,0.933997,0.958749,86.774491,
460,37.063006,7.239593,7.281656,0.900606,0.944542,0.882114,0.887062,0.899304,0.967305,0.431366,0.717005,0.796988,0.843910,65.949866,
461,35.645282,7.081085,7.239593,0.860532,0.924648,0.830361,0.828757,0.869645,0.950961,0.349408,0.636913,0.741173,0.802756,54.479292,
462,36.637729,6.927535,7.081085,0.885690,0.922090,0.841493,0.863719,0.910154,0.965686,0.388393,0.723354,0.818449,0.869982,65.210450,
463,35.873628,6.818270,6.927535,0.866783,0.928517,0.830104,0.840822,0.875822,0.951472,0.357291,0.639266,0.741419,0.804165,55.458506,
464,35.528790,6.818270,6.818270,0.859627,0.911386,0.820459,0.829781,0.879239,0.951449,0.340425,0.643180,0.749216,0.810675,54.736034,
465,38.792323,6.791269,6.835161,0.916281,0.938301,0.875488,0.900289,0.941779,0.981965,0.473064,0.821686,0.897152,0.934664,78.281709,
466,35.952643,6.663581,6.791269,0.870335,0.930606,0.843111,0.845795,0.873401,0.951968,0.356423,0.634138,0.733981,0.794373,55.216307,
467,35.510765,6.533396,6.663581,0.844513,0.921912,0.809710,0.805775,0.854198,0.944552,0.324568,0.599732,0.707163,0.773883,48.773911,
468,36.299160,6.474712,6.533396,0.867267,0.919870,0.825634,0.840806,0.885126,0.957498,0.353400,0.669584,0.772737,0.830899,57.543179,
469,35.478861,6.436593,6.474712,0.847401,0.923506,0.810674,0.811803,0.855749,0.943858,0.323443,0.595517,0.701946,0.770324,48.940015,
470,36.013726,6.309234,6.436593,0.859221,0.928446,0.834528,0.830150,0.858722,0.952675,0.353513,0.636144,0.734053,0.796877,52.861626,
471,38.636178,6.291502,6.309234,0.912553,0.937222,0.874485,0.896550,0.935835,0.980486,0.460009,0.812514,0.890552,0.931048,76.472320,
472,36.621315,6.291502,6.291502,0.875784,0.934000,0.850725,0.854638,0.875203,0.959719,0.380702,0.672199,0.765103,0.821430,58.034996,
473,36.103307,6.284461,6.360695,0.852464,0.925223,0.820879,0.822038,0.854732,0.951828,0.346286,0.636802,0.739522,0.801293,51.996214,
474,36.879684,6.162403,6.284461,0.875875,0.920842,0.834376,0.850371,0.897066,0.964270,0.376087,0.711719,0.808669,0.861655,61.668072,
475,35.950743,6.129913,6.162403,0.856009,0.923869,0.817258,0.830335,0.861603,0.950784,0.340574,0.632168,0.738637,0.802519,52.657323,
476,36.254992,6.086903,6.129913,0.859432,0.927863,0.831144,0.828702,0.862558,0.952727,0.354817,0.644066,0.747232,0.806924,53.586709,
477,38.680468,6.083945,6.086903,0.910521,0.936106,0.872127,0.894941,0.933169,0.979620,0.458285,0.810685,0.888897,0.927676,75.512786,
478,36.477816,6.017865,6.083945,0.862608,0.925871,0.831198,0.838010,0.865890,0.956460,0.364885,0.658572,0.755954,0.815301,54.712585,
479,36.892579,5.916156,6.017865,0.868615,0.926777,0.828398,0.840289,0.883804,0.961721,0.369518,0.693934,0.793972,0.849723,58.856842,
480,35.908628,5.896829,5.916156,0.846505,0.906422,0.809298,0.816341,0.860010,0.951599,0.327418,0.632219,0.736971,0.801950,50.581492,
481,37.926378,5.794846,5.896829,0.891997,0.928688,0.840259,0.873604,0.919082,0.973501,0.411638,0.763724,0.856117,0.904609,68.759794,
482,38.838017,5.794846,5.794846,0.914464,0.938183,0.872750,0.899849,0.940061,0.980102,0.457861,0.817517,0.896642,0.934851,76.837247,
483,39.402447,5.673763,5.959201,0.918304,0.943974,0.880843,0.905776,0.938503,0.981995,0.481185,0.830232,0.904052,0.938964,78.035468,
484,41.059763,5.600871,5.673763,0.938396,0.953811,0.909350,0.929405,0.955931,0.990323,0.552421,0.891202,0.940488,0.963322,85.424203,
485,36.537027,5.538157,5.600871,0.872328,0.918837,0.849207,0.852389,0.875136,0.959696,0.359898,0.675764,0.772623,0.831837,57.535766,
486,36.337647,5.538157,5.538157,0.848768,0.921852,0.806726,0.809283,0.865204,0.949612,0.331506,0.629350,0.738492,0.802222,50.729412,
487,37.184814,5.538775,5.591745,0.872089,0.927589,0.829671,0.843192,0.890500,0.961616,0.369548,0.693672,0.794885,0.850496,59.233077,
488,35.870262,5.538775,5.538775,0.846361,0.910783,0.805079,0.817038,0.858341,0.948435,0.318561,0.619067,0.731769,0.798270,50.041099,
489,36.078501,5.594704,5.594704,0.846463,0.921712,0.804697,0.808067,0.860842,0.947657,0.325552,0.616791,0.726490,0.791698,49.558467,
490,38.477867,5.469345,5.603865,0.898304,0.937110,0.857198,0.877452,0.919225,0.975389,0.423136,0.772889,0.864263,0.912907,70.523880,
491,36.141926,5.452826,5.469345,0.852926,0.910075,0.814898,0.826090,0.865266,0.954476,0.326505,0.638627,0.750625,0.816818,52.619693,
492,36.265723,5.443139,5.452826,0.844707,0.921450,0.804508,0.806515,0.855733,0.948563,0.321358,0.616804,0.728978,0.796306,49.450536,
493,37.300995,5.389982,5.443139,0.870628,0.928032,0.829647,0.843191,0.885471,0.962442,0.366549,0.695239,0.798860,0.854998,59.221509,
494,36.264989,5.369597,5.389982,0.851007,0.913646,0.810425,0.817434,0.866777,0.951068,0.324470,0.633363,0.747934,0.814933,52.046491,
495,36.578998,5.369597,5.369597,0.851733,0.927996,0.818855,0.815723,0.855031,0.951868,0.334983,0.631079,0.739953,0.801415,51.073744,
496,37.671330,5.374551,5.374551,0.880926,0.928110,0.836480,0.852461,0.906057,0.967647,0.381608,0.723963,0.826538,0.883508,63.865375,
497,48.862165,15.059626,76.289391,0.990267,0.990754,0.981197,0.983804,0.996023,0.997359,0.870045,0.964020,0.979042,0.985637,100.000000,
498,46.994424,15.059626,15.059626,0.988437,0.987903,0.977166,0.983856,0.994010,0.996209,0.833518,0.947288,0.968709,0.978982,100.000000,
499,46.410948,14.375812,15.760427,0.985954,0.987752,0.972810,0.980387,0.991953,0.996224,0.818780,0.946975,0.970154,0.980872,100.000000,
500,44.912764,10.991462,14.375812,0.983356,0.983723,0.967376,0.976909,0.990636,0.994793,0.790744,0.928416,0.956044,0.969986,100.000000,
501,44.465179,9.720964,10.991462,0.982302,0.982039,0.969033,0.977889,0.988606,0.994832,0.782818,0.922707,0.951681,0.966949,100.000000,
502,46.512846,9.720964,9.720964,0.989950,0.986589,0.980483,0.985670,0.995320,0.996827,0.824942,0.953962,0.974661,0.983972,100.000000,
503,45.054109,13.477199,13.477199,0.986227,0.982023,0.974275,0.983381,0.992315,0.995750,0.796345,0.935895,0.962532,0.976412,100.000000,
504,45.916992,15.713793,15.713793,0.988249,0.980247,0.976806,0.983564,0.995820,0.996742,0.809019,0.953635,0.976045,0.985889,100.000000,
505,44.698060,17.091417,17.091417,0.985401,0.979289,0.966967,0.981005,0.994031,0.995589,0.787560,0.934079,0.961627,0.975284,100.000000,
506,45.177605,17.448631,17.448631,0.984131,0.973661,0.968195,0.978692,0.993753,0.996349,0.797030,0.945195,0.970701,0.981895,100.000000,
507,44.562277,12.021720,19.372818,0.984730,0.977894,0.967827,0.981744,0.992639,0.995167,0.780192,0.931266,0.958958,0.972577,100.000000,
508,43.885684,12.021720,12.021720,0.982209,0.975303,0.963193,0.978191,0.990774,0.994661,0.765689,0.920492,0.952501,0.969321,100.000000,
509,46.093058,14.523851,14.523851,0.987758,0.984534,0.973968,0.983591,0.994779,0.996650,0.813071,0.951729,0.974058,0.983962,100.000000,
510,45.144589,18.241068,18.806427,0.987140,0.983604,0.971110,0.981581,0.995290,0.995018,0.792873,0.940002,0.966052,0.978519,100.000000,
511,46.358969,12.708741,18.241068,0.987974,0.984668,0.973845,0.982406,0.995959,0.996910,0.817088,0.953280,0.974573,0.983656,100.000000,
512,44.822852,12.708741,12.708741,0.984481,0.977567,0.965297,0.980411,0.992792,0.995183,0.779026,0.929700,0.956504,0.968971,100.000000,
513,47.254130,14.852736,14.867922,0.990128,0.987613,0.981205,0.985522,0.995121,0.997027,0.827989,0.957950,0.976684,0.984686,100.000000,
514,45.921567,14.309537,14.852736,0.988909,0.985748,0.977816,0.984398,0.994716,0.995888,0.805094,0.941954,0.965916,0.977648,100.000000,
515,46.215145,12.151634,14.309537,0.988096,0.987049,0.978149,0.981411,0.994303,0.996233,0.813209,0.945501,0.967626,0.978484,100.000000,
516,47.518250,11.498977,12.151634,0.990594,0.988421,0.979194,0.986672,0.996173,0.997354,0.836127,0.961782,0.979416,0.986962,100.000000,
517,46.109892,11.498977,11.498977,0.986422,0.987033,0.976776,0.979734,0.992024,0.995954,0.810942,0.943535,0.965859,0.976164,100.000000,
518,45.130865,11.624628,11.624628,0.985740,0.982278,0.968549,0.981202,0.992755,0.995695,0.785378,0.933144,0.960302,0.973557,100.000000,
519,46.889200,12.074704,12.074704,0.991292,0.987172,0.978505,0.986864,0.997300,0.997166,0.818886,0.961078,0.979162,0.986622,100.000000,
520,46.129181,11.516499,12.333524,0.988799,0.982419,0.974751,0.985026,0.995354,0.996682,0.804232,0.951229,0.972679,0.982283,100.000000,
521,47.150642,9.202729,11.516499,0.991551,0.984939,0.978000,0.988113,0.997683,0.997184,0.831719,0.962147,0.979708,0.986846,100.000000,
522,46.182762,8.729033,9.202729,0.986859,0.985730,0.971922,0.981173,0.993222,0.996188,0.813793,0.942777,0.965549,0.977092,100.000000,
523,47.035349,8.729033,8.729033,0.991102,0.985889,0.973338,0.987817,0.998043,0.997086,0.829746,0.959440,0.978183,0.986257,100.000000,
524,46.065710,11.372732,11.722988,0.988892,0.986073,0.971958,0.983851,0.995831,0.996247,0.812216,0.949986,0.972510,0.982732,100.000000,
525,45.291476,11.372732,11.372732,0.987088,0.983407,0.968819,0.983208,0.994158,0.996106,0.793229,0.939543,0.965964,0.978863,100.000000,
526,45.350280,12.188810,12.188810,0.985130,0.982900,0.964510,0.980190,0.992859,0.996610,0.792692,0.944771,0.969919,0.981506,100.000000,
527,46.756991,13.685625,13.685625,0.987989,0.985550,0.971048,0.983691,0.995362,0.996843,0.816264,0.957804,0.978423,0.987260,100.000000,
528,47.443092,12.622022,17.378401,0.990730,0.986226,0.977162,0.987748,0.996820,0.997036,0.834598,0.960692,0.979110,0.986453,100.000000,
529,45.438455,12.622022,12.622022,0.985944,0.982189,0.966216,0.981439,0.993487,0.995438,0.795347,0.935013,0.960569,0.973120,100.000000,
530,47.050757,15.635673,15.635673,0.988661,0.985373,0.969394,0.984114,0.996430,0.997019,0.828030,0.958679,0.977989,0.985997,100.000000,
531,45.905886,17.029028,17.029028,0.987090,0.986258,0.967771,0.981926,0.994756,0.996020,0.805854,0.947477,0.971204,0.982079,100.000000,
532,45.492665,18.419956,19.131004,0.985349,0.985723,0.964046,0.980218,0.993015,0.995894,0.794082,0.938200,0.964898,0.977596,100.000000,
533,47.321616,16.476450,18.419956,0.987187,0.986928,0.971008,0.980456,0.994465,0.997620,0.833878,0.962616,0.980452,0.987943,100.000000,
534,46.770492,11.980674,16.476450,0.984025,0.983059,0.963778,0.978281,0.992558,0.997363,0.822637,0.959269,0.978362,0.986680,100.000000,
535,45.676393,11.980674,11.980674,0.980618,0.983792,0.956435,0.975019,0.988758,0.996499,0.804122,0.947176,0.970371,0.981277,100.000000,
