Frame,psnr,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,ssim,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
692,44.267752,5.429770,5.553185,0.941229,0.978011,0.937617,0.910536,0.933712,0.989138,0.687609,0.880163,0.924741,0.945863,83.761254,
693,47.036430,5.060328,5.429770,0.960571,0.986534,0.961871,0.937207,0.951255,0.994795,0.771935,0.937559,0.965307,0.976965,91.742403,
694,46.879452,5.060328,5.060328,0.968918,0.990998,0.973451,0.954386,0.954949,0.994462,0.771198,0.935764,0.962595,0.973715,93.173486,
695,49.270506,4.511347,5.311820,0.981768,0.991253,0.981047,0.976964,0.977647,0.997063,0.837617,0.966718,0.981735,0.987780,97.398162,
696,46.206191,4.511347,4.511347,0.969266,0.989056,0.971561,0.954852,0.960292,0.992756,0.766729,0.928428,0.957735,0.970441,92.077278,
697,47.069102,4.938858,4.938858,0.978178,0.989888,0.973162,0.971700,0.977479,0.994976,0.781526,0.943123,0.967265,0.977015,95.529501,
698,46.522298,4.858500,4.987560,0.965385,0.988647,0.966721,0.947361,0.955322,0.994374,0.768285,0.939635,0.966716,0.978074,92.689766,
699,48.450708,4.584731,4.858500,0.977495,0.989738,0.978665,0.967895,0.972704,0.996976,0.816918,0.964750,0.981084,0.987797,96.505494,
700,46.993093,4.348588,4.584731,0.970376,0.988262,0.974501,0.957589,0.960309,0.994886,0.777009,0.943438,0.969212,0.980343,93.443100,
701,45.842895,4.348588,4.348588,0.958182,0.985201,0.963967,0.941017,0.940901,0.992336,0.744284,0.919211,0.951852,0.965819,88.832529,
702,46.241257,4.353008,4.353008,0.970000,0.989711,0.970467,0.958202,0.961760,0.993726,0.742762,0.927603,0.959023,0.973065,92.291601,
703,49.034945,4.812643,4.812643,0.979508,0.989673,0.976047,0.977032,0.975365,0.997339,0.831201,0.965055,0.980922,0.987519,97.216388,
704,45.856380,5.046394,5.255009,0.967349,0.987416,0.968643,0.951048,0.962053,0.992953,0.747758,0.925332,0.956005,0.969726,92.176041,
705,47.200710,4.785451,5.046394,0.975281,0.989326,0.977017,0.964861,0.969857,0.994850,0.777240,0.940995,0.966308,0.977070,94.661213,
706,46.962427,4.785451,4.785451,0.973964,0.989824,0.973040,0.957917,0.973304,0.994773,0.773537,0.938274,0.965104,0.976734,94.285161,
707,46.188975,4.982717,4.982717,0.977159,0.988312,0.971947,0.969266,0.979299,0.994346,0.760178,0.937734,0.964542,0.976204,95.148867,
708,49.549475,4.688047,4.995341,0.978945,0.992978,0.982073,0.967592,0.970847,0.997312,0.841918,0.966558,0.981469,0.987838,97.001879,
709,46.422891,4.121299,4.688047,0.955628,0.987956,0.958005,0.931213,0.937867,0.992158,0.785977,0.930132,0.957056,0.968144,88.440668,
710,46.040169,4.074651,4.121299,0.953295,0.987344,0.959100,0.926142,0.933804,0.991188,0.779173,0.921511,0.950010,0.962770,87.134263,
711,47.469929,4.074651,4.074651,0.969921,0.989674,0.976757,0.958650,0.952767,0.994420,0.796142,0.937581,0.963148,0.974077,92.232112,
712,45.640804,4.182829,4.182829,0.971289,0.986832,0.973639,0.961739,0.964258,0.991495,0.761432,0.916793,0.947397,0.961078,90.897947,
713,46.610529,5.584013,5.584013,0.980823,0.988396,0.980029,0.975975,0.980165,0.995195,0.781604,0.941137,0.965827,0.976491,96.793911,
714,46.552197,5.955346,5.955346,0.974550,0.989214,0.972745,0.962643,0.973141,0.995190,0.779325,0.943996,0.968560,0.979146,96.219883,
715,46.414787,5.549785,6.222528,0.974814,0.988244,0.970818,0.972197,0.969348,0.995149,0.775729,0.942419,0.967147,0.977914,95.612322,
716,46.713384,4.651522,5.549785,0.973236,0.990924,0.976796,0.964219,0.959343,0.993503,0.787156,0.937206,0.962421,0.973780,93.615210,
717,47.551864,4.540017,4.651522,0.975764,0.990588,0.976410,0.965865,0.968968,0.995454,0.799361,0.948229,0.970104,0.979699,94.871391,
718,47.730065,4.540017,4.540017,0.977510,0.992920,0.975965,0.963431,0.976861,0.995407,0.809282,0.948018,0.970513,0.980145,95.310694,
719,50.028652,4.763435,5.434006,0.980769,0.993891,0.980287,0.971771,0.974475,0.997407,0.855053,0.970118,0.982660,0.987832,97.576187,
720,47.970753,4.702415,4.763435,0.972097,0.993247,0.980448,0.949977,0.958118,0.995465,0.820569,0.953602,0.973654,0.981969,94.647176,
721,46.872964,4.543604,4.702415,0.970266,0.993209,0.979011,0.954306,0.951759,0.993069,0.804649,0.941410,0.964592,0.974389,93.001071,
722,47.862349,4.543604,4.543604,0.973683,0.990783,0.974745,0.959184,0.969250,0.995390,0.814320,0.951723,0.972750,0.981727,94.722060,
723,48.599022,5.940480,5.940480,0.984343,0.988482,0.980341,0.980156,0.987373,0.997640,0.836499,0.969907,0.984074,0.990160,100.000000,
724,48.005452,4.132071,6.040991,0.966496,0.990402,0.970560,0.949201,0.948481,0.995366,0.820968,0.953222,0.974183,0.983643,92.863114,
725,50.877010,4.067781,4.132071,0.981237,0.992889,0.978327,0.974333,0.976715,0.997884,0.872172,0.972794,0.984818,0.989965,97.083152,
726,48.605799,4.067781,4.067781,0.971958,0.994362,0.982743,0.960664,0.942948,0.995558,0.843535,0.956945,0.974894,0.982434,93.934355,
727,48.223746,4.409449,4.409449,0.971679,0.992449,0.976139,0.961250,0.951634,0.995143,0.828698,0.953893,0.973779,0.981394,94.153878,
728,47.917572,4.827931,4.936392,0.974847,0.990665,0.974576,0.965066,0.968005,0.995579,0.818937,0.950471,0.970979,0.979931,95.112689,
729,48.274712,4.351582,4.827931,0.964523,0.991174,0.969859,0.943167,0.945604,0.995211,0.823530,0.950104,0.971581,0.980591,92.347529,
730,48.246097,4.253367,4.351582,0.967325,0.991221,0.971586,0.950446,0.948807,0.995512,0.817226,0.947711,0.969744,0.979230,92.631965,
731,47.954839,3.987048,4.253367,0.968484,0.989995,0.975947,0.952726,0.949828,0.994739,0.809928,0.945766,0.968819,0.978543,92.441220,
732,50.509449,3.987048,3.987048,0.978381,0.993958,0.981220,0.966235,0.966712,0.997555,0.871762,0.971349,0.983895,0.988936,96.226155,
733,48.490542,4.130646,4.130646,0.968882,0.992028,0.974371,0.952949,0.949872,0.995354,0.829755,0.952805,0.972370,0.980241,93.035675,
734,47.860351,4.414997,4.414997,0.974307,0.989716,0.978100,0.960310,0.968256,0.995137,0.812655,0.948205,0.970078,0.979287,94.371897,
735,47.724532,4.660422,4.660422,0.976056,0.990411,0.976264,0.971987,0.965021,0.995019,0.808362,0.945541,0.968568,0.978157,94.894025,
736,51.109372,6.221971,38.248146,0.994823,0.993583,0.989597,0.993849,0.997335,0.998266,0.908129,0.987099,0.993351,0.995761,100.000000,
737,48.096476,6.112020,6.221971,0.990640,0.991781,0.979256,0.989116,0.994486,0.996421,0.862279,0.966486,0.979366,0.985522,100.000000,
738,48.677550,5.373391,6.112020,0.990760,0.990958,0.980284,0.988598,0.995307,0.997048,0.870674,0.974333,0.985752,0.990860,100.000000,
739,47.412949,5.373391,5.373391,0.991800,0.988957,0.977019,0.989833,0.997659,0.996112,0.842802,0.964973,0.980152,0.986814,100.000000,
740,45.012578,7.220502,7.220502,0.985472,0.981970,0.966871,0.983676,0.992679,0.994069,0.756166,0.937045,0.963384,0.974755,99.506418,
741,47.182959,9.709166,9.709166,0.986193,0.990414,0.969940,0.978332,0.993505,0.995915,0.810602,0.960704,0.979438,0.987112,100.000000,
742,46.041104,9.781371,22.552307,0.983840,0.987556,0.966529,0.976231,0.992382,0.995436,0.789851,0.945768,0.969732,0.980080,100.000000,
743,46.037482,9.781371,9.781371,0.986227,0.987934,0.966445,0.984718,0.992380,0.995314,0.785931,0.948310,0.971048,0.980789,100.000000,
744,46.047875,11.319525,11.525928,0.981006,0.986459,0.958137,0.976697,0.989227,0.995162,0.789695,0.944946,0.969030,0.979646,100.000000,
745,47.184721,9.690839,11.319525,0.986279,0.985061,0.968410,0.983997,0.993343,0.996324,0.810775,0.966285,0.982861,0.989537,100.000000,
746,45.936470,7.050865,9.690839,0.980833,0.982327,0.964670,0.972986,0.990165,0.995391,0.785370,0.946746,0.970035,0.980006,99.067456,
747,45.572138,6.899139,7.050865,0.983023,0.981953,0.967325,0.980153,0.990197,0.995565,0.783974,0.948311,0.970990,0.981202,99.503267,
748,46.254238,6.899139,6.899139,0.983440,0.985535,0.967328,0.977278,0.991029,0.995353,0.801341,0.951217,0.972498,0.982204,99.773709,
749,47.954624,8.513659,10.023802,0.988427,0.991364,0.971607,0.984886,0.994257,0.996503,0.834130,0.970376,0.985165,0.991002,100.000000,
750,46.080986,3.678658,8.513659,0.980959,0.985826,0.961255,0.974713,0.988642,0.995286,0.800729,0.949939,0.972006,0.982291,95.208466,
751,47.060738,3.678658,3.678658,0.986209,0.989761,0.968625,0.981392,0.992747,0.995749,0.824416,0.960228,0.977827,0.985433,96.909429,
752,46.552705,8.573110,10.377641,0.981135,0.988198,0.958950,0.974433,0.989213,0.995794,0.806946,0.953154,0.973435,0.982666,100.000000,
753,47.325338,4.445448,8.573110,0.989907,0.986226,0.975964,0.989484,0.994983,0.996797,0.820680,0.969559,0.984372,0.990370,99.415027,
754,46.006179,4.317521,4.445448,0.984407,0.982975,0.965737,0.982679,0.991508,0.995936,0.797977,0.953703,0.973884,0.983296,96.944472,
755,46.819985,4.317521,4.317521,0.989133,0.986319,0.970973,0.988967,0.995162,0.996260,0.816312,0.960327,0.978302,0.986056,98.428540,
756,45.881268,5.116594,6.879577,0.982596,0.982179,0.963156,0.978421,0.990997,0.995748,0.796983,0.949106,0.971417,0.981774,97.304858,
757,46.445407,5.116594,5.116594,0.984899,0.983711,0.961594,0.983531,0.992851,0.996677,0.809539,0.957695,0.977662,0.986039,98.464380,
758,46.850570,7.588662,7.588662,0.982936,0.988657,0.965055,0.978434,0.989243,0.996018,0.810768,0.950359,0.971507,0.980973,100.000000,
759,47.974875,12.696980,12.696980,0.985509,0.992602,0.971138,0.978974,0.990855,0.996351,0.833286,0.959330,0.977717,0.985575,100.000000,
760,47.943288,13.601007,14.974039,0.982947,0.992548,0.969435,0.972978,0.988971,0.996158,0.828002,0.956713,0.976937,0.985289,100.000000,
761,48.038708,13.601007,13.601007,0.984475,0.991212,0.976774,0.964732,0.994239,0.995884,0.838925,0.955424,0.975208,0.983585,100.000000,
762,48.883533,18.957666,33.356594,0.986389,0.992988,0.975695,0.980244,0.990682,0.997329,0.862413,0.958548,0.975533,0.983474,100.000000,
763,48.096401,18.957666,18.957666,0.983343,0.987219,0.965948,0.977560,0.990502,0.996996,0.842731,0.955324,0.975053,0.983910,100.000000,
764,47.650705,18.838160,19.147984,0.984871,0.989095,0.968421,0.979954,0.990598,0.996910,0.835049,0.952460,0.973880,0.983594,100.000000,
765,46.874775,18.838160,18.838160,0.985031,0.987973,0.969562,0.980912,0.990588,0.996571,0.817582,0.946592,0.970600,0.981327,100.000000,
766,49.488278,17.114225,23.148521,0.987333,0.990518,0.972530,0.981611,0.993617,0.998376,0.869452,0.973087,0.985813,0.991335,100.000000,
767,47.440190,11.906589,17.114225,0.983246,0.991294,0.963047,0.978063,0.988881,0.997158,0.826869,0.953191,0.973516,0.982805,100.000000,
768,45.380461,11.751420,11.906589,0.982323,0.989313,0.966042,0.975568,0.988828,0.995230,0.778854,0.925848,0.954856,0.970262,100.000000,
769,46.639336,11.751420,11.751420,0.981576,0.989890,0.963512,0.971811,0.988971,0.996188,0.807513,0.939028,0.964395,0.976367,100.000000,
770,49.378985,22.573195,40.748962,0.991151,0.992284,0.981447,0.988575,0.994733,0.998594,0.879590,0.972828,0.985489,0.991255,100.000000,
771,47.159648,22.573195,22.573195,0.988469,0.989770,0.980184,0.987704,0.990685,0.997276,0.836567,0.953681,0.974979,0.984573,100.000000,
772,48.263700,38.303101,38.303101,0.983561,0.993054,0.965626,0.983160,0.985431,0.996969,0.845477,0.953840,0.973956,0.983468,100.000000,
773,48.455989,37.675671,41.842171,0.983283,0.993415,0.980853,0.971182,0.986683,0.996705,0.846523,0.953031,0.973266,0.982557,100.000000,
774,49.842786,27.781551,37.675671,0.989362,0.991863,0.983226,0.983203,0.993478,0.997984,0.875395,0.970076,0.983582,0.989809,100.000000,
775,47.381775,18.373871,27.781551,0.986677,0.990983,0.975612,0.977950,0.992752,0.996900,0.831097,0.952820,0.973940,0.983231,100.000000,
776,45.099521,17.813974,18.373871,0.983619,0.985781,0.968234,0.977353,0.989921,0.995190,0.780450,0.929709,0.957597,0.971470,100.000000,
777,47.089728,17.813974,17.813974,0.989616,0.992251,0.979214,0.985312,0.993674,0.996608,0.821556,0.950601,0.972960,0.982983,100.000000,
778,45.863643,11.599028,20.888454,0.986865,0.988697,0.970599,0.981772,0.993061,0.995384,0.794717,0.937280,0.963445,0.975593,100.000000,
779,45.442266,11.599028,11.599028,0.983232,0.987515,0.967899,0.976460,0.989695,0.994852,0.782805,0.928624,0.956157,0.969636,100.000000,
780,47.479359,19.014263,19.014263,0.987068,0.988679,0.971363,0.980302,0.994670,0.996561,0.829211,0.951214,0.972852,0.982494,100.000000,
781,47.031215,23.914158,23.914158,0.986811,0.986916,0.970986,0.980197,0.994792,0.996410,0.808369,0.951975,0.975099,0.985306,100.000000,
782,46.475126,27.781384,27.781384,0.986291,0.988410,0.970674,0.980206,0.993147,0.996000,0.794516,0.943863,0.969309,0.981133,100.000000,
783,47.172228,2.275699,69.398499,0.982853,0.984009,0.971937,0.979306,0.991845,0.996342,0.731559,0.953529,0.981536,0.990951,94.949137,
784,45.037015,2.275699,2.275699,0.973996,0.974332,0.968964,0.964028,0.984334,0.992625,0.666768,0.924044,0.966633,0.983885,91.763368,
785,44.489913,2.342415,2.342415,0.969951,0.978878,0.953791,0.961166,0.981623,0.990285,0.623351,0.886455,0.949150,0.976620,89.624801,
786,44.062946,2.389654,2.413406,0.970988,0.978187,0.955447,0.962578,0.983896,0.989901,0.598359,0.880339,0.948275,0.977594,89.969285,
787,44.448209,2.389654,2.389654,0.970954,0.975749,0.954360,0.962463,0.986276,0.992043,0.615038,0.902439,0.960997,0.983255,90.961822,
788,43.583080,2.464441,2.464441,0.966011,0.976753,0.951696,0.942267,0.986217,0.988253,0.581311,0.859644,0.935894,0.971622,88.018209,
789,43.414009,2.556466,2.693413,0.963513,0.973796,0.945459,0.951972,0.978192,0.989231,0.572522,0.877421,0.946348,0.975036,88.324095,
790,42.529710,2.556466,2.556466,0.953732,0.965099,0.937273,0.941726,0.967437,0.986640,0.530499,0.847473,0.929274,0.966601,84.940572,
791,43.471065,2.650907,2.682200,0.963643,0.975417,0.949780,0.952259,0.974325,0.989133,0.576295,0.871733,0.940768,0.971778,87.967091,
792,43.839218,2.650907,2.650907,0.968281,0.973705,0.951559,0.960997,0.982077,0.991203,0.590553,0.894332,0.953498,0.978753,90.048791,
793,43.257540,2.588334,2.688402,0.964313,0.975619,0.949219,0.951220,0.977443,0.988319,0.566428,0.868221,0.941238,0.972814,88.148245,
794,43.334430,2.588334,2.588334,0.966316,0.972345,0.947569,0.956539,0.983025,0.989824,0.568006,0.886355,0.952753,0.980069,89.644631,
795,43.044806,2.637972,2.725783,0.965769,0.975931,0.948528,0.953130,0.981166,0.987788,0.557260,0.865004,0.940581,0.972397,88.471834,
796,43.095944,2.637972,2.637972,0.967475,0.973151,0.949993,0.955529,0.986053,0.988911,0.561464,0.880117,0.949696,0.978803,89.726713,
797,43.250901,2.677120,2.693725,0.967376,0.975578,0.951334,0.956357,0.982202,0.988729,0.568926,0.873491,0.943801,0.973679,89.084978,
798,43.446783,2.677120,2.677120,0.968653,0.973770,0.948565,0.961630,0.985364,0.990463,0.578269,0.894777,0.956841,0.980265,90.439168,
799,43.281214,2.736190,2.845115,0.963619,0.976841,0.951958,0.954812,0.970212,0.989064,0.572342,0.875545,0.944719,0.975199,88.507479,
800,43.410273,2.736190,2.736190,0.967162,0.973664,0.950872,0.963084,0.978289,0.990482,0.580107,0.894025,0.954910,0.980145,90.095827,
801,43.110852,2.763915,2.775993,0.963823,0.975409,0.948772,0.954839,0.974653,0.988347,0.561855,0.866630,0.938786,0.970112,87.947880,
802,42.674353,2.720629,2.763915,0.962117,0.974376,0.945880,0.954737,0.971873,0.987577,0.542128,0.861938,0.935011,0.967636,87.212168,
803,43.029441,2.720629,2.720629,0.968142,0.972654,0.950190,0.957980,0.986267,0.989821,0.557058,0.890333,0.952860,0.978106,90.066315,
804,42.992989,2.746854,2.746854,0.966277,0.975092,0.947620,0.955601,0.981896,0.988030,0.555389,0.862948,0.933928,0.966759,87.995464,
805,42.847564,2.778845,2.808063,0.965245,0.974113,0.949994,0.956438,0.977487,0.988479,0.556562,0.871657,0.940688,0.971637,88.478802,
806,43.041708,2.778845,2.778845,0.965996,0.968649,0.948065,0.959933,0.982403,0.990304,0.563657,0.895828,0.955333,0.979883,89.919796,
807,43.313055,2.740566,2.961279,0.964701,0.975432,0.951481,0.953196,0.976075,0.989617,0.579984,0.881196,0.944436,0.972621,88.523406,
808,43.417896,2.740566,2.740566,0.967564,0.973619,0.950001,0.963474,0.979713,0.991267,0.583850,0.903423,0.958567,0.981514,90.461210,
809,43.458554,2.776450,2.800767,0.964574,0.973681,0.949853,0.958655,0.973814,0.990588,0.586698,0.891832,0.948704,0.973814,88.815498,
810,43.140759,2.776450,2.776450,0.965978,0.967419,0.947661,0.959030,0.983696,0.991161,0.571497,0.906379,0.959052,0.980357,90.114502,
811,43.123354,2.796756,2.857859,0.963930,0.972696,0.945980,0.952630,0.979793,0.989397,0.567959,0.883684,0.946194,0.971483,88.430277,
812,43.016441,2.796756,2.796756,0.964853,0.969890,0.945209,0.957589,0.981577,0.990375,0.565875,0.899012,0.955407,0.978112,89.560823,
813,41.596573,2.863675,3.213172,0.946568,0.958952,0.921112,0.932477,0.967689,0.985223,0.497298,0.833701,0.915348,0.954778,82.387790,
814,42.772423,2.803554,2.863675,0.956696,0.969350,0.932978,0.946377,0.972926,0.988701,0.552092,0.866699,0.932583,0.963123,85.688235,
815,43.100660,2.803554,2.803554,0.959684,0.965728,0.934941,0.953192,0.978422,0.990933,0.566032,0.893311,0.949521,0.972965,87.799446,
816,42.329304,2.808275,2.835427,0.949679,0.966084,0.929316,0.936755,0.963940,0.987159,0.533118,0.849270,0.921754,0.956836,83.309842,
817,41.278881,2.808275,2.808275,0.943275,0.953606,0.919872,0.933161,0.960950,0.984768,0.486023,0.830809,0.910405,0.949759,81.074989,
818,43.852372,2.737333,2.842563,0.968993,0.971766,0.949866,0.963927,0.985422,0.992373,0.595744,0.915059,0.962426,0.980934,90.890809,
819,42.224387,2.737333,2.737333,0.954773,0.959788,0.932440,0.947168,0.974677,0.988682,0.526443,0.873479,0.937289,0.965266,85.608049,
820,43.696717,2.918126,2.918126,0.964933,0.974075,0.945685,0.955155,0.979583,0.990212,0.584774,0.889341,0.943130,0.966389,88.245408,
821,43.577631,3.024878,3.028337,0.968339,0.970165,0.945988,0.966578,0.983597,0.991710,0.578565,0.913039,0.959669,0.978077,90.771085,
822,43.495518,2.868459,3.024878,0.967190,0.972126,0.946497,0.961645,0.982416,0.991151,0.580938,0.913323,0.961591,0.979669,90.540795,
823,42.006578,2.868459,2.868459,0.951993,0.957714,0.928200,0.947548,0.968871,0.987523,0.511695,0.865039,0.930779,0.959745,84.500890,
824,42.938565,2.893824,2.893824,0.959672,0.971525,0.936861,0.954441,0.972077,0.989308,0.550829,0.883399,0.942509,0.967456,87.191390,
825,41.939912,2.897668,2.897668,0.949063,0.961952,0.924739,0.943966,0.961501,0.986865,0.513853,0.855193,0.924368,0.957186,83.452073,
826,43.227190,2.721719,3.213593,0.963313,0.972876,0.945482,0.960108,0.971975,0.989655,0.579746,0.887699,0.941241,0.965433,87.511549,
827,43.679274,2.721719,2.721719,0.970339,0.972189,0.954513,0.967462,0.982874,0.992472,0.601270,0.922401,0.963783,0.979579,91.121642,
828,43.597965,2.930507,3.034932,0.968128,0.976342,0.950983,0.960294,0.980556,0.990296,0.598227,0.894775,0.946164,0.967124,89.121106,
829,43.286685,2.903232,2.930507,0.968011,0.972593,0.949950,0.964758,0.979838,0.990925,0.585902,0.906883,0.955259,0.973665,89.996022,
830,43.414453,2.827896,2.903232,0.965251,0.974827,0.949074,0.959783,0.974569,0.989746,0.593642,0.888123,0.940337,0.963407,87.840861,
831,43.512662,2.827896,2.827896,0.968274,0.972309,0.949633,0.960521,0.984735,0.991574,0.598029,0.913986,0.959645,0.976650,90.383025,
832,43.090584,2.948562,2.948562,0.964130,0.973653,0.944099,0.954835,0.977911,0.989146,0.581521,0.880480,0.938588,0.963520,87.691793,
833,43.315937,3.065099,3.069863,0.968088,0.972693,0.947792,0.961345,0.983515,0.991174,0.592398,0.906363,0.955790,0.973931,90.244460,
834,43.281692,3.016970,3.065099,0.964053,0.973526,0.942007,0.955382,0.978393,0.989952,0.589440,0.888152,0.942483,0.965320,88.058756,
835,43.246519,3.016970,3.016970,0.964813,0.970502,0.941755,0.960400,0.979901,0.991683,0.588798,0.910984,0.959020,0.976969,89.872714,
836,42.042514,3.075115,3.075115,0.952098,0.968216,0.925781,0.933234,0.971756,0.985541,0.538857,0.843533,0.913352,0.946029,82.958344,
837,41.681036,3.062261,3.670629,0.951784,0.966322,0.924076,0.937150,0.970872,0.984376,0.518704,0.838013,0.911896,0.945521,82.821757,
838,41.751206,3.062261,3.062261,0.954713,0.958141,0.923876,0.948905,0.974813,0.987382,0.519590,0.869346,0.934181,0.959472,85.411386,
839,41.742068,3.208856,3.233641,0.953583,0.964118,0.919607,0.938901,0.976416,0.984589,0.509647,0.828683,0.904798,0.939350,82.646581,
840,40.971578,3.163556,3.208856,0.944145,0.954832,0.910889,0.933692,0.965285,0.983964,0.479135,0.819409,0.899241,0.935010,80.137275,
841,43.288673,3.079662,3.163556,0.969517,0.969140,0.945718,0.960274,0.989085,0.991527,0.582334,0.911827,0.959355,0.976759,90.966205,
842,41.387195,3.079662,3.079662,0.952692,0.950414,0.921910,0.942283,0.978528,0.987405,0.501563,0.864184,0.931669,0.957727,84.797047,
843,42.479023,3.223427,3.384895,0.961690,0.967521,0.935881,0.949505,0.981538,0.988260,0.549044,0.873379,0.934498,0.959997,87.095980,
844,42.483837,3.223427,3.223427,0.966987,0.964055,0.940841,0.963142,0.985705,0.990716,0.551155,0.900955,0.953447,0.973626,90.116398,
845,42.940339,3.132491,3.301444,0.965501,0.971613,0.943485,0.958026,0.979518,0.989204,0.572820,0.881657,0.939674,0.963628,88.273043,
846,42.902809,3.132491,3.132491,0.970178,0.969000,0.943504,0.962177,0.989599,0.991030,0.571290,0.909382,0.959059,0.976885,91.177917,
847,43.206562,3.163144,3.163144,0.970353,0.973846,0.950823,0.963054,0.984168,0.989854,0.586524,0.894087,0.948312,0.969723,90.188212,
848,42.982813,3.177966,3.177966,0.972476,0.970798,0.948660,0.965109,0.990034,0.991350,0.576264,0.912207,0.961517,0.978407,91.952862,
849,42.073862,3.166956,3.225306,0.961424,0.968523,0.935348,0.951418,0.978197,0.987063,0.540120,0.859519,0.927450,0.956418,86.413957,
850,41.390163,3.131973,3.166956,0.959407,0.955955,0.931464,0.948146,0.982814,0.986727,0.506617,0.865227,0.932352,0.958811,86.387539,
851,42.532955,3.001286,3.131973,0.967891,0.970637,0.939990,0.962147,0.983710,0.988128,0.553928,0.872262,0.933966,0.960136,88.135391,
852,42.568163,3.001286,3.001286,0.974811,0.967840,0.947866,0.974591,0.990945,0.991064,0.556083,0.909430,0.959062,0.977314,92.068391,
853,42.831711,2.997243,3.139363,0.974664,0.975240,0.954372,0.969822,0.988290,0.988903,0.567398,0.882513,0.940826,0.965267,90.256883,
854,42.881150,2.997243,2.997243,0.975517,0.972357,0.956875,0.971785,0.988749,0.990956,0.569776,0.909236,0.959655,0.976971,92.196569,
855,43.107507,3.008210,3.008210,0.976655,0.976791,0.955566,0.975616,0.987023,0.989575,0.579922,0.888446,0.943787,0.966064,90.875435,
856,43.051541,2.999892,3.110932,0.977456,0.975007,0.961095,0.974484,0.988786,0.991266,0.576042,0.909634,0.958399,0.976239,92.498713,
857,43.057077,2.999892,2.999892,0.978965,0.977944,0.960892,0.976516,0.989627,0.989224,0.576687,0.886228,0.943263,0.965937,91.330521,
858,42.955094,2.965375,3.036012,0.979517,0.975771,0.963535,0.977272,0.990819,0.990809,0.570171,0.904386,0.956411,0.974547,92.678385,
859,41.934629,2.965375,2.965375,0.971321,0.976612,0.956015,0.967780,0.979346,0.984415,0.527657,0.834979,0.907189,0.940111,86.228863,
860,41.504979,2.853129,3.794376,0.966675,0.972696,0.950103,0.962272,0.975805,0.983465,0.501013,0.827796,0.907407,0.942440,85.355240,
861,41.900416,2.853129,2.853129,0.972029,0.966587,0.949633,0.971300,0.986246,0.987457,0.516436,0.868328,0.936015,0.962094,89.137156,
862,41.625423,2.838432,2.974896,0.968393,0.972237,0.948162,0.965493,0.978634,0.983781,0.501820,0.822067,0.901385,0.938043,85.130405,
863,40.974707,2.822343,2.838432,0.963751,0.962819,0.940951,0.960500,0.977870,0.983394,0.472540,0.816235,0.900006,0.937062,84.072866,
864,43.725199,2.822343,2.822343,0.984121,0.979485,0.972657,0.983490,0.992812,0.992034,0.587182,0.913626,0.962318,0.979890,94.172830,
865,41.955708,2.775240,2.992844,0.971685,0.968044,0.956928,0.969125,0.983557,0.987135,0.509210,0.853538,0.924999,0.954531,87.938654,
866,42.893589,2.775240,2.775240,0.977397,0.975490,0.961836,0.976678,0.987505,0.989224,0.544752,0.880822,0.943034,0.965855,90.743063,
867,41.451602,2.757733,2.821376,0.967838,0.963614,0.948018,0.966803,0.981671,0.985635,0.478873,0.842040,0.921553,0.953414,86.937484,
868,42.748858,2.713512,2.757733,0.977986,0.977049,0.963694,0.975840,0.987927,0.987996,0.540424,0.866350,0.931536,0.958102,89.705203,
869,43.131055,2.693340,2.713512,0.983610,0.976800,0.969427,0.982900,0.995343,0.991054,0.553693,0.905363,0.958642,0.977119,93.550740,
870,43.211609,2.647865,2.693340,0.982150,0.981063,0.970128,0.978909,0.991498,0.989057,0.558688,0.873817,0.935897,0.960577,90.869475,
871,42.872252,2.647865,2.647865,0.981017,0.975349,0.966372,0.980493,0.992059,0.990563,0.545742,0.900529,0.955609,0.973898,92.555744,
872,43.215615,2.633815,2.740602,0.980457,0.980274,0.967133,0.975980,0.990994,0.989004,0.559846,0.873153,0.935949,0.960925,90.516985,
873,43.190344,2.633815,2.633815,0.981904,0.977588,0.967638,0.979729,0.993368,0.990850,0.556775,0.901376,0.956644,0.975438,92.881573,
874,43.007617,2.616242,2.751665,0.980215,0.979272,0.966393,0.978138,0.989562,0.988462,0.547027,0.868960,0.934299,0.959144,90.252146,
875,42.687792,2.616242,2.616242,0.978010,0.973186,0.960151,0.976630,0.990952,0.989678,0.533998,0.891024,0.951185,0.972273,91.559247,
876,42.631868,2.772819,2.854323,0.976753,0.977249,0.963140,0.975045,0.985049,0.987818,0.531668,0.862724,0.932491,0.960517,89.753439,
877,42.745556,2.663685,2.772819,0.978406,0.973275,0.959386,0.976179,0.992769,0.990065,0.534582,0.892331,0.953253,0.974245,91.945653,
878,42.240112,2.663685,2.663685,0.975466,0.974856,0.958397,0.971007,0.988175,0.986961,0.514644,0.860357,0.933884,0.962462,89.585833,
879,53.551629,4.572008,66.607780,0.996113,0.993880,0.990400,0.995394,0.999220,0.999106,0.942136,0.989525,0.994244,0.996289,100.000000,
880,50.926921,4.572008,4.572008,0.994567,0.992334,0.987250,0.993997,0.998178,0.997865,0.922284,0.982870,0.989804,0.992930,100.000000,
881,49.312973,5.098542,5.098542,0.991543,0.987812,0.979766,0.990753,0.997498,0.997136,0.895297,0.974000,0.984937,0.989893,100.000000,
