Frame,psnr,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,ssim,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
341,43.721003,2.895106,2.895106,0.975283,0.963199,0.951220,0.974152,0.989419,0.996225,0.728642,0.949153,0.974281,0.984289,93.228136,
342,43.756484,4.313241,4.313241,0.978466,0.967611,0.953558,0.978621,0.991178,0.995871,0.726008,0.948192,0.974048,0.984288,95.681902,
343,44.187198,2.428435,6.893793,0.978786,0.971778,0.953271,0.977157,0.990611,0.995929,0.725978,0.947304,0.973441,0.984435,93.365820,
344,43.058014,2.428435,2.428435,0.967961,0.962813,0.941456,0.963389,0.982511,0.995742,0.698146,0.937338,0.968069,0.981861,90.566182,
345,43.528170,4.006962,4.006962,0.974855,0.967915,0.950378,0.971042,0.988175,0.995421,0.710521,0.939005,0.969421,0.982600,94.150139,
346,42.655864,2.615898,6.883236,0.967677,0.961427,0.934929,0.962292,0.985539,0.994447,0.687668,0.920950,0.958959,0.976545,89.890608,
347,42.982830,2.615898,2.615898,0.973969,0.966105,0.946170,0.969985,0.988277,0.993588,0.686888,0.915774,0.954805,0.972331,90.726374,
348,42.302277,4.835867,5.318287,0.963537,0.957022,0.932139,0.959211,0.980216,0.994024,0.672198,0.916056,0.956252,0.974556,91.449728,
349,42.833544,2.257643,4.835867,0.972338,0.964888,0.943515,0.968204,0.987388,0.993820,0.686173,0.918795,0.958084,0.975230,90.301197,
350,42.241263,2.257643,2.257643,0.965340,0.960991,0.928716,0.957963,0.984369,0.992895,0.666123,0.906021,0.950665,0.970406,88.088519,
351,41.788207,4.565222,4.565222,0.960304,0.954415,0.920823,0.954292,0.980662,0.992677,0.653247,0.899700,0.946974,0.969144,89.579106,
352,42.066050,4.803462,5.745290,0.966231,0.962613,0.929260,0.961339,0.984177,0.992432,0.662971,0.900037,0.947006,0.968355,91.080643,
353,42.952634,4.803462,4.803462,0.972727,0.966812,0.942938,0.966232,0.988215,0.993143,0.669922,0.909778,0.953374,0.972615,93.107381,
354,42.047016,3.986571,6.112503,0.961861,0.961305,0.923750,0.956533,0.978823,0.992233,0.645436,0.897480,0.946313,0.968667,89.149131,
355,41.699986,3.352831,3.986571,0.960276,0.954796,0.924065,0.955507,0.977942,0.992001,0.638598,0.896360,0.945232,0.967477,87.901491,
356,41.960361,3.352831,3.352831,0.966749,0.966329,0.932281,0.961328,0.982027,0.991375,0.648857,0.891240,0.940841,0.963210,88.758370,
357,42.216914,5.162445,5.162445,0.964361,0.963019,0.926629,0.956186,0.982985,0.992260,0.650237,0.899346,0.947644,0.969018,91.188474,
358,42.285807,2.965275,6.564112,0.965024,0.961055,0.930896,0.956552,0.983571,0.992565,0.650012,0.906277,0.952288,0.972507,89.146802,
359,42.415566,2.965275,2.965275,0.963468,0.964331,0.925378,0.954263,0.982103,0.992159,0.654801,0.899732,0.946888,0.968161,88.227080,
360,42.114394,3.210155,3.210155,0.961836,0.962240,0.924842,0.953462,0.980162,0.991367,0.646787,0.890969,0.941268,0.964902,87.680277,
361,42.312369,3.677213,5.603475,0.965883,0.962016,0.929200,0.958036,0.984948,0.992037,0.647188,0.899657,0.948097,0.969751,89.800938,
362,42.235301,3.490693,3.677213,0.962700,0.959622,0.930798,0.956615,0.979223,0.992457,0.647237,0.903949,0.949973,0.970031,88.996582,
363,42.810056,3.396021,3.490693,0.969530,0.966117,0.938816,0.964891,0.984822,0.993047,0.666699,0.911532,0.954510,0.973383,90.810870,
364,42.817481,3.396021,3.396021,0.970440,0.963735,0.937165,0.967577,0.986446,0.993310,0.662980,0.917788,0.959902,0.977156,91.552033,
365,42.851074,4.447027,7.616924,0.968618,0.964390,0.935069,0.964221,0.984917,0.993148,0.662426,0.914981,0.957044,0.974525,92.107117,
366,42.894924,2.937105,4.447027,0.969143,0.967074,0.938279,0.963815,0.984424,0.992695,0.666484,0.908801,0.951951,0.970874,89.848105,
367,43.440021,2.572858,2.937105,0.973165,0.969425,0.944139,0.968027,0.987228,0.993307,0.682091,0.921104,0.960614,0.977538,91.174747,
368,43.368571,2.572858,2.572858,0.967028,0.967905,0.938362,0.959394,0.981679,0.993652,0.680807,0.917808,0.957631,0.975938,89.589541,
369,43.069033,3.274676,3.274676,0.966860,0.961563,0.938168,0.961143,0.982489,0.993811,0.672163,0.916666,0.958128,0.976666,90.507206,
370,43.212601,3.214153,7.260585,0.965496,0.967299,0.935615,0.958731,0.979494,0.993546,0.681791,0.910866,0.952688,0.972786,89.582193,
371,43.867782,3.214153,3.214153,0.976982,0.969764,0.945669,0.973240,0.991850,0.994174,0.697528,0.925054,0.962503,0.979100,93.009389,
372,42.938334,4.828766,4.828766,0.963811,0.966883,0.930688,0.955230,0.979648,0.993646,0.671078,0.910058,0.954274,0.974670,91.412669,
373,49.742662,14.116238,100.536278,0.984389,0.988453,0.974403,0.978136,0.989415,0.997934,0.874588,0.972034,0.985138,0.990465,100.000000,
374,47.740168,14.116238,14.116238,0.976619,0.984069,0.966002,0.963341,0.984855,0.996730,0.830751,0.959266,0.978656,0.987176,100.000000,
375,47.020694,10.047141,15.105355,0.974890,0.983702,0.959332,0.961440,0.983948,0.996582,0.812913,0.952364,0.974282,0.983681,100.000000,
376,45.679968,7.189417,10.047141,0.979600,0.980888,0.954438,0.979835,0.986321,0.996232,0.791557,0.944174,0.969362,0.980824,98.999636,
377,46.740090,7.189417,7.189417,0.981340,0.984033,0.965262,0.975727,0.988457,0.996530,0.808807,0.951365,0.974574,0.984430,99.944460,
378,47.441308,11.402302,11.746629,0.982175,0.986201,0.972522,0.975813,0.987991,0.996960,0.827445,0.960070,0.979428,0.987975,100.000000,
379,46.933652,11.402302,11.402302,0.975715,0.979162,0.951912,0.969535,0.985137,0.996625,0.813274,0.954838,0.976210,0.985692,100.000000,
380,46.399259,5.428178,11.506844,0.981149,0.982775,0.967327,0.975336,0.988065,0.996727,0.805623,0.951648,0.974253,0.984077,97.700965,
381,46.528912,5.428178,5.428178,0.982461,0.983715,0.966269,0.974610,0.991322,0.996950,0.810154,0.955113,0.976620,0.985695,98.237725,
382,45.947022,7.015555,7.015555,0.979654,0.975911,0.959695,0.973326,0.989781,0.996933,0.797448,0.951910,0.974886,0.984790,99.394824,
383,46.884100,8.784310,12.654723,0.973387,0.973235,0.948838,0.966060,0.985614,0.996990,0.810624,0.955982,0.977326,0.986699,100.000000,
384,46.468968,8.784310,8.784310,0.983160,0.975640,0.967074,0.979297,0.991997,0.997001,0.803289,0.953730,0.975377,0.984684,100.000000,
385,45.491317,4.585485,11.439395,0.979976,0.973086,0.961808,0.978876,0.987923,0.996956,0.785667,0.949545,0.973402,0.983920,96.320971,
386,46.074974,4.585485,4.585485,0.977642,0.971111,0.948922,0.972369,0.990369,0.996726,0.792913,0.952552,0.975424,0.985614,96.051364,
387,45.298557,8.663400,10.251107,0.971932,0.966840,0.946977,0.966688,0.983252,0.996865,0.776579,0.946517,0.972091,0.983560,99.391587,
388,45.792083,8.663400,8.663400,0.978644,0.974496,0.956162,0.974905,0.988597,0.996904,0.786940,0.950888,0.974753,0.985238,100.000000,
389,45.908383,8.702466,16.293491,0.971307,0.974568,0.947812,0.962439,0.982712,0.996731,0.787728,0.948101,0.973078,0.984086,99.410713,
390,46.011148,7.922486,8.702466,0.975621,0.975107,0.953405,0.972115,0.984951,0.996570,0.783748,0.949923,0.974713,0.985202,99.595661,
391,45.174781,7.683406,7.922486,0.979423,0.975893,0.948938,0.980462,0.988332,0.996416,0.772201,0.944233,0.969911,0.981527,99.603052,
392,45.899676,7.683406,7.683406,0.975505,0.977067,0.958042,0.968674,0.984722,0.996520,0.785961,0.948490,0.973327,0.984035,99.131811,
393,46.498332,12.420422,12.420422,0.980247,0.976188,0.953813,0.982600,0.988124,0.996607,0.792568,0.952963,0.975652,0.985667,100.000000,
394,46.630437,12.701917,13.822117,0.982182,0.975428,0.963984,0.981180,0.989924,0.997108,0.797827,0.956610,0.978060,0.987147,100.000000,
395,46.374448,10.657476,12.701917,0.980531,0.974833,0.957480,0.977774,0.990074,0.997041,0.795817,0.952407,0.975399,0.985254,100.000000,
396,46.234201,10.657476,10.657476,0.984173,0.985222,0.961599,0.981427,0.992081,0.997044,0.794484,0.954117,0.976699,0.986237,100.000000,
397,46.765777,6.957485,13.661039,0.980942,0.986159,0.959145,0.975627,0.989122,0.996898,0.801209,0.955458,0.977403,0.986747,99.891012,
398,46.075049,6.957485,6.957485,0.980471,0.982752,0.962409,0.975828,0.988170,0.997050,0.794981,0.951183,0.974399,0.984687,99.467582,
399,46.757260,8.284448,15.515438,0.980745,0.985854,0.960996,0.975949,0.988048,0.996874,0.798584,0.954940,0.977063,0.985907,100.000000,
400,46.185898,8.284448,8.284448,0.981733,0.981625,0.964732,0.977402,0.989930,0.997035,0.793202,0.955258,0.977266,0.986486,100.000000,
401,46.621064,5.571587,12.033059,0.979370,0.984007,0.958019,0.974380,0.987493,0.996956,0.800504,0.955112,0.976684,0.986142,97.769892,
402,45.630134,5.571587,5.571587,0.980639,0.977644,0.956584,0.980836,0.988499,0.997040,0.789892,0.951180,0.974368,0.984465,97.786800,
403,46.552737,7.844449,8.505757,0.980567,0.980365,0.962444,0.975507,0.988965,0.997155,0.806175,0.956949,0.978095,0.986846,100.000000,
404,46.283609,7.844449,7.844449,0.979509,0.976578,0.956077,0.976843,0.989217,0.997011,0.800382,0.956843,0.977896,0.986617,100.000000,
405,46.719402,7.222291,10.385000,0.979484,0.981010,0.950058,0.975458,0.989881,0.997248,0.805593,0.958871,0.979005,0.987667,100.000000,
406,45.810782,6.539546,7.222291,0.984834,0.974925,0.968291,0.986297,0.991714,0.997204,0.793582,0.956114,0.977161,0.986487,100.000000,
407,45.613558,2.391565,6.539546,0.982886,0.970581,0.957169,0.984011,0.992766,0.996967,0.784935,0.955982,0.978119,0.987110,94.647194,
408,45.772909,2.391565,2.391565,0.979713,0.970130,0.956563,0.978987,0.989558,0.997091,0.785853,0.956447,0.978212,0.987157,93.966866,
409,46.041427,7.624794,8.168666,0.979386,0.970913,0.957300,0.976596,0.989578,0.997039,0.790623,0.956436,0.977869,0.987061,100.000000,
410,45.603727,7.624794,7.624794,0.982863,0.969922,0.964184,0.981887,0.992376,0.997073,0.784154,0.954639,0.977049,0.986754,100.000000,
411,44.624592,5.929366,8.070018,0.978374,0.965657,0.955377,0.978096,0.988333,0.996457,0.767912,0.941571,0.968444,0.981079,97.150678,
412,43.233875,5.929366,5.929366,0.969939,0.960581,0.936321,0.964002,0.985237,0.994259,0.685229,0.924130,0.959454,0.975090,94.349133,
413,43.644554,6.187694,9.565189,0.974078,0.965290,0.936144,0.970235,0.988837,0.994645,0.704493,0.924215,0.959129,0.974851,95.532248,
414,43.067557,6.187694,6.187694,0.964084,0.965032,0.933996,0.962024,0.973138,0.994238,0.695510,0.913502,0.950595,0.968274,92.452540,
415,44.557701,13.544799,13.544799,0.971475,0.965894,0.947684,0.967232,0.983341,0.993883,0.722024,0.922673,0.957541,0.973686,100.000000,
416,46.010399,11.781123,14.434739,0.978917,0.987265,0.950828,0.974003,0.987538,0.995522,0.761463,0.942927,0.969875,0.981321,100.000000,
417,44.167736,8.372788,11.781123,0.963694,0.981563,0.935843,0.952225,0.973402,0.992830,0.721908,0.912694,0.949181,0.966529,94.755790,
418,42.531177,6.766471,8.372788,0.963693,0.975531,0.931318,0.957671,0.975122,0.991886,0.690481,0.893098,0.935272,0.957048,91.489371,
419,43.804241,6.766471,6.766471,0.962277,0.980531,0.932388,0.948287,0.973338,0.992421,0.721649,0.904242,0.942902,0.961522,91.892870,
420,38.910142,7.389174,83.689064,0.914958,0.944451,0.882135,0.894228,0.935567,0.984216,0.488507,0.822981,0.898797,0.936744,78.858152,
421,37.111044,7.389174,7.389174,0.891222,0.927693,0.869593,0.868653,0.902448,0.971933,0.414977,0.734198,0.829882,0.884766,68.107905,
422,36.582767,7.419027,7.419027,0.881480,0.931557,0.850720,0.854102,0.895289,0.966032,0.389181,0.697742,0.801794,0.862064,63.977842,
423,36.617494,7.460186,7.460186,0.880402,0.934682,0.849724,0.851706,0.892519,0.964661,0.381049,0.695658,0.806096,0.867874,64.391040,
424,36.491181,7.469473,7.469473,0.878004,0.929917,0.837698,0.847711,0.898956,0.966516,0.379712,0.703981,0.815043,0.875954,64.717491,
425,36.239294,7.559776,7.559776,0.875879,0.923268,0.833327,0.846357,0.899397,0.965293,0.369034,0.705619,0.818649,0.878891,64.730175,
426,36.709487,7.622053,7.622053,0.883664,0.930296,0.839369,0.855166,0.907402,0.968933,0.387574,0.722518,0.831863,0.890113,67.421594,
427,36.080704,7.669879,7.669879,0.872072,0.925298,0.828209,0.840679,0.894261,0.961748,0.356850,0.682843,0.799562,0.864965,62.722582,
428,35.375717,7.727826,7.727826,0.859302,0.907010,0.812127,0.825799,0.888436,0.958378,0.333790,0.663385,0.784875,0.856070,59.465415,
429,35.560567,7.783555,7.804422,0.860641,0.921508,0.815907,0.829730,0.879123,0.955304,0.338634,0.649739,0.769824,0.842101,58.512048,
430,35.275122,7.783555,7.783555,0.852446,0.918206,0.804085,0.814998,0.876134,0.952943,0.328139,0.638102,0.760070,0.834071,56.275053,
431,35.194632,7.783974,7.783974,0.854142,0.910391,0.804241,0.818662,0.882159,0.953166,0.324610,0.641769,0.764875,0.839120,57.048345,
432,35.207374,7.818883,7.818883,0.854573,0.917236,0.801957,0.818283,0.882070,0.952260,0.327259,0.634806,0.757374,0.831159,56.493095,
433,35.120531,7.790697,7.848615,0.852758,0.914662,0.800390,0.817816,0.879366,0.951864,0.322629,0.633901,0.757164,0.830491,56.094041,
434,34.648991,7.774098,7.790697,0.841700,0.901725,0.790567,0.808405,0.867215,0.947223,0.303319,0.613173,0.738824,0.817190,52.926474,
435,34.711185,7.685536,7.774098,0.842201,0.915055,0.790914,0.806671,0.862949,0.942534,0.304624,0.596733,0.723423,0.802198,51.790843,
436,34.959714,7.685536,7.685536,0.837257,0.916598,0.798021,0.798540,0.849936,0.944086,0.305730,0.598603,0.721871,0.798652,50.563426,
437,34.753877,7.677876,7.705543,0.833698,0.918011,0.796193,0.792887,0.844518,0.940495,0.303045,0.584408,0.709146,0.789329,49.206853,
438,34.752110,7.575026,7.677876,0.833414,0.918374,0.792268,0.792652,0.845548,0.940932,0.297893,0.583833,0.710155,0.789696,49.134981,
439,34.531396,7.522032,7.575026,0.833207,0.901647,0.784625,0.794431,0.856843,0.942539,0.291761,0.594282,0.722209,0.801225,49.941455,
440,34.766493,7.498566,7.522032,0.834350,0.917768,0.789349,0.796760,0.846962,0.940381,0.295837,0.581941,0.708621,0.786377,49.031397,
441,34.950789,7.348732,7.498566,0.833813,0.914818,0.788047,0.789787,0.853175,0.942704,0.300655,0.590426,0.716908,0.797788,49.549261,
442,34.667940,7.257965,7.348732,0.828654,0.904931,0.784583,0.788197,0.846598,0.940742,0.292945,0.584273,0.710059,0.790177,47.983908,
443,34.980379,7.257965,7.257965,0.833960,0.920564,0.791284,0.794472,0.844966,0.940347,0.303628,0.580244,0.704382,0.783080,48.405196,
444,34.763428,7.284040,7.284040,0.832757,0.908334,0.786244,0.790000,0.854731,0.940437,0.294051,0.584369,0.710050,0.790075,48.759854,
445,35.016131,7.326409,7.326409,0.837840,0.920394,0.790465,0.793158,0.858481,0.942628,0.307455,0.588444,0.713107,0.791947,49.819255,
446,34.490914,7.373059,7.373059,0.827815,0.905865,0.779195,0.785893,0.849762,0.938039,0.289306,0.575341,0.702526,0.782719,47.455785,
447,34.408235,7.518084,7.518084,0.825132,0.910036,0.774423,0.781501,0.846845,0.937057,0.292351,0.571910,0.699209,0.781669,46.995251,
448,34.230733,7.527300,7.571174,0.821367,0.914337,0.778294,0.774054,0.837088,0.929472,0.276656,0.542664,0.669438,0.752310,44.465746,
449,34.429645,7.445524,7.527300,0.823501,0.914139,0.773284,0.779702,0.841490,0.934301,0.287341,0.558903,0.686579,0.771895,45.977504,
450,34.266022,7.445524,7.445524,0.826840,0.903168,0.775940,0.781228,0.854483,0.935425,0.285724,0.567375,0.695426,0.779326,47.114659,
451,34.377949,7.462344,7.462344,0.828355,0.911962,0.776926,0.787878,0.847937,0.934829,0.289877,0.560791,0.685974,0.767288,46.552084,
452,34.677598,7.501490,7.518952,0.837008,0.914389,0.787408,0.792662,0.861563,0.938757,0.298162,0.576177,0.702525,0.783853,49.301562,
453,34.189991,7.474264,7.501490,0.831245,0.896342,0.777537,0.789244,0.862845,0.937263,0.286976,0.575721,0.701933,0.782592,48.172676,
454,34.621242,7.474264,7.474264,0.836956,0.914333,0.783516,0.796648,0.860706,0.940102,0.303615,0.582930,0.707304,0.785710,49.368012,
455,34.595098,7.500381,7.539071,0.835912,0.908693,0.782094,0.791511,0.865874,0.940554,0.304875,0.584220,0.705436,0.785045,49.084420,
456,34.429497,7.446956,7.500381,0.833946,0.902235,0.785467,0.792248,0.860571,0.939222,0.297275,0.580312,0.704637,0.784381,48.701877,
457,34.222629,7.446956,7.446956,0.827145,0.905472,0.772250,0.787957,0.851204,0.933929,0.291116,0.563554,0.686738,0.767659,46.301564,
458,34.445949,7.343894,7.447715,0.828918,0.910027,0.777057,0.785608,0.851586,0.933659,0.291535,0.561709,0.686814,0.769681,46.679991,
459,36.378166,7.281656,7.343894,0.872156,0.919534,0.822858,0.841369,0.900760,0.966634,0.374157,0.697680,0.805899,0.868446,62.600963,
460,35.224718,7.239593,7.281656,0.851059,0.922328,0.810755,0.818392,0.863993,0.947292,0.329017,0.607663,0.720115,0.791824,52.026454,
461,34.807038,7.081085,7.239593,0.837451,0.914407,0.789187,0.795901,0.858287,0.939122,0.306365,0.580104,0.701856,0.781393,48.705888,
462,34.454855,6.927535,7.081085,0.829068,0.900427,0.776527,0.783128,0.859220,0.936546,0.294892,0.570808,0.694053,0.776726,46.731028,
463,35.064933,6.818270,6.927535,0.834832,0.919824,0.786553,0.785612,0.857173,0.939921,0.311545,0.577276,0.697867,0.776333,47.574111,
464,34.601253,6.818270,6.818270,0.823884,0.902173,0.773063,0.777962,0.849125,0.936166,0.291198,0.566122,0.689613,0.772730,45.420927,
465,34.787774,6.791269,6.835161,0.824522,0.912424,0.776880,0.775786,0.844724,0.934701,0.296381,0.560739,0.683088,0.762102,44.792042,
466,35.223375,6.663581,6.791269,0.834117,0.919098,0.781211,0.782681,0.861231,0.937853,0.308794,0.573427,0.695315,0.775845,47.273351,
467,34.724978,6.533396,6.663581,0.817755,0.912981,0.767802,0.763441,0.839631,0.929768,0.285338,0.540362,0.663491,0.746944,42.416243,
468,34.630793,6.474712,6.533396,0.817925,0.901683,0.768362,0.768785,0.842056,0.930944,0.280743,0.545677,0.672004,0.760220,43.273737,
469,35.005367,6.436593,6.474712,0.819506,0.914858,0.770269,0.769302,0.836827,0.933392,0.291084,0.550462,0.672900,0.756207,43.165652,
470,35.594607,6.309234,6.436593,0.837845,0.917686,0.785667,0.795283,0.860051,0.945451,0.317332,0.600019,0.719190,0.797707,49.112487,
471,35.180989,6.291502,6.309234,0.829835,0.906725,0.782045,0.786329,0.851650,0.941617,0.302814,0.586182,0.710192,0.792983,47.355256,
472,35.484069,6.291502,6.291502,0.830990,0.915126,0.782070,0.783165,0.853326,0.944202,0.316629,0.597153,0.720830,0.799192,47.991055,
473,36.239330,6.284461,6.360695,0.850369,0.920842,0.796346,0.815395,0.872023,0.954856,0.343721,0.643928,0.761111,0.832938,54.188369,
474,35.451907,6.162403,6.284461,0.837179,0.903265,0.784431,0.799537,0.863205,0.947817,0.315102,0.611607,0.733899,0.811915,49.972211,
475,35.449940,6.129913,6.162403,0.830914,0.914068,0.780187,0.787977,0.849869,0.943070,0.310520,0.589812,0.713964,0.793215,47.411400,
476,35.488957,6.086903,6.129913,0.830322,0.914999,0.775780,0.778329,0.858807,0.940409,0.306076,0.581599,0.706129,0.789050,46.955912,
477,35.326790,6.083945,6.086903,0.827957,0.907802,0.777743,0.782973,0.850384,0.941545,0.305582,0.587615,0.710627,0.790431,46.618705,
478,35.023807,6.017865,6.083945,0.818674,0.909107,0.765430,0.764005,0.846238,0.936382,0.295261,0.564961,0.688269,0.771012,43.552763,
479,35.485122,5.916156,6.017865,0.826434,0.915694,0.778459,0.772080,0.850384,0.942452,0.305677,0.586792,0.709133,0.788399,46.020902,
480,35.220900,5.896829,5.916156,0.825664,0.902226,0.773090,0.781458,0.851418,0.942440,0.298830,0.588641,0.713845,0.794499,46.360774,
481,35.474099,5.794846,5.896829,0.829061,0.913914,0.773162,0.780842,0.855410,0.941822,0.305476,0.583402,0.707888,0.787755,46.373286,
482,37.160201,5.794846,5.794846,0.868630,0.924460,0.816659,0.835029,0.897469,0.966504,0.370803,0.693601,0.807308,0.875468,60.940472,
483,35.619085,5.673763,5.959201,0.821060,0.916786,0.776683,0.769431,0.836078,0.939318,0.301094,0.573965,0.698787,0.779707,44.240525,
484,35.981869,5.600871,5.673763,0.830636,0.917525,0.788208,0.780947,0.847306,0.945845,0.312018,0.597902,0.719096,0.795408,46.971553,
485,35.281360,5.538157,5.600871,0.817723,0.901992,0.773527,0.771268,0.833772,0.937293,0.285042,0.562223,0.686967,0.771481,43.017496,
486,35.671129,5.538157,5.538157,0.823741,0.915239,0.777485,0.773271,0.840942,0.940124,0.299718,0.573074,0.695707,0.775219,44.279057,
487,36.170263,5.538775,5.591745,0.837326,0.918951,0.791527,0.791621,0.856138,0.948156,0.319839,0.610364,0.733075,0.810562,49.263045,
488,35.950519,5.538775,5.538775,0.838182,0.910337,0.792046,0.796951,0.859220,0.949147,0.316112,0.614388,0.739486,0.816486,49.938976,
489,36.270339,5.594704,5.594704,0.843693,0.918416,0.791792,0.800683,0.869324,0.953091,0.334716,0.632728,0.754663,0.829443,51.970265,
490,36.806258,5.469345,5.603865,0.854151,0.925331,0.808182,0.813069,0.875297,0.958419,0.345155,0.654557,0.772082,0.843728,54.997100,
491,36.731784,5.452826,5.469345,0.857802,0.912652,0.811185,0.823088,0.884987,0.961929,0.347974,0.678070,0.796351,0.865723,57.664638,
492,37.123219,5.443139,5.452826,0.862051,0.923065,0.812539,0.823889,0.889778,0.963295,0.362729,0.682535,0.799450,0.867676,58.616226,
493,37.723848,5.389982,5.443139,0.876013,0.929517,0.832491,0.847485,0.896259,0.969136,0.386414,0.720857,0.827922,0.888299,63.292752,
494,37.758689,5.369597,5.389982,0.878632,0.922880,0.834465,0.848784,0.906204,0.971657,0.393651,0.738740,0.844195,0.900567,65.085454,
495,38.365054,5.369597,5.369597,0.885664,0.934116,0.843536,0.855757,0.908910,0.974270,0.413596,0.752337,0.853204,0.906880,67.135137,
496,38.032793,5.374551,5.374551,0.882629,0.926951,0.836825,0.855985,0.908998,0.974083,0.405607,0.752911,0.854336,0.908122,66.677013,
497,45.152736,15.059626,76.289391,0.973785,0.980344,0.946144,0.962636,0.985602,0.995820,0.795795,0.931171,0.959840,0.973842,100.000000,
498,45.136293,15.059626,15.059626,0.974020,0.981334,0.946166,0.965078,0.984546,0.996143,0.792792,0.934176,0.962692,0.977199,100.000000,
499,44.761772,14.375812,15.760427,0.973929,0.980721,0.945160,0.962191,0.986158,0.995967,0.781560,0.930683,0.960563,0.975465,100.000000,
500,44.700480,10.991462,14.375812,0.974771,0.981982,0.948706,0.963685,0.985503,0.996322,0.783183,0.934669,0.963667,0.977737,100.000000,
501,43.629371,9.720964,10.991462,0.974740,0.973540,0.952883,0.969061,0.984415,0.995714,0.759305,0.924583,0.957332,0.973610,99.691048,
502,43.276066,9.720964,9.720964,0.977233,0.973636,0.951850,0.968840,0.988880,0.995357,0.755620,0.920659,0.955559,0.973220,100.000000,
503,43.293691,13.477199,13.477199,0.975525,0.973707,0.949421,0.967561,0.988045,0.995360,0.755460,0.921941,0.956965,0.974987,100.000000,
504,43.285746,15.713793,15.713793,0.975892,0.971146,0.949305,0.968643,0.988250,0.995340,0.752637,0.923410,0.958233,0.975416,100.000000,
505,43.341477,17.091417,17.091417,0.977878,0.973531,0.946774,0.971622,0.990466,0.995546,0.754762,0.923436,0.958401,0.975003,100.000000,
506,43.870441,17.448631,17.448631,0.975967,0.972553,0.955075,0.967408,0.987011,0.996008,0.767733,0.928340,0.960360,0.975995,100.000000,
507,43.726479,12.021720,19.372818,0.976689,0.973901,0.956546,0.970230,0.986522,0.995953,0.762563,0.926366,0.958402,0.973974,100.000000,
508,43.079844,12.021720,12.021720,0.976448,0.970690,0.952689,0.969777,0.987405,0.995506,0.751216,0.919244,0.954485,0.972314,100.000000,
509,44.277627,14.523851,14.523851,0.981114,0.976538,0.960707,0.971915,0.993118,0.996184,0.773800,0.934259,0.964486,0.978821,100.000000,
510,44.586916,18.241068,18.806427,0.981732,0.979560,0.959515,0.976296,0.991222,0.995979,0.773891,0.935312,0.964880,0.978888,100.000000,
511,44.493475,12.708741,18.241068,0.976198,0.978596,0.953920,0.969640,0.985679,0.996192,0.776444,0.931307,0.960719,0.974713,100.000000,
512,44.633575,12.708741,12.708741,0.979812,0.977715,0.957854,0.973180,0.989103,0.996174,0.778223,0.934057,0.962654,0.976111,100.000000,
513,44.634283,14.852736,14.867922,0.981104,0.978113,0.961195,0.972719,0.990739,0.996201,0.774624,0.935639,0.965324,0.978870,100.000000,
514,44.744249,14.309537,14.852736,0.981229,0.980909,0.957446,0.971173,0.992454,0.996351,0.779022,0.935981,0.964783,0.978207,100.000000,
515,45.431567,12.151634,14.309537,0.983775,0.981589,0.962644,0.974912,0.994288,0.996749,0.787338,0.944872,0.970748,0.982320,100.000000,
516,45.362322,11.498977,12.151634,0.982628,0.982688,0.965726,0.975569,0.990702,0.996884,0.791014,0.943590,0.969956,0.981813,100.000000,
517,45.818295,11.498977,11.498977,0.982041,0.988152,0.967074,0.973086,0.988749,0.996963,0.800310,0.945512,0.970257,0.981283,100.000000,
518,45.799983,11.624628,11.624628,0.984283,0.987844,0.969428,0.975151,0.991316,0.997066,0.798385,0.947345,0.971582,0.982251,100.000000,
519,45.551675,12.074704,12.074704,0.983061,0.989307,0.969977,0.972720,0.989630,0.996745,0.793638,0.943172,0.968519,0.980133,100.000000,
520,45.332256,11.516499,12.333524,0.981695,0.984385,0.966077,0.972616,0.989193,0.996779,0.788250,0.941630,0.967744,0.979872,100.000000,
521,45.197071,9.202729,11.516499,0.985483,0.985629,0.966296,0.976281,0.994090,0.996451,0.790346,0.937441,0.965372,0.978051,100.000000,
522,45.256797,8.729033,9.202729,0.981910,0.985782,0.963530,0.973200,0.989433,0.996568,0.791399,0.936831,0.964451,0.977488,100.000000,
523,44.997739,8.729033,8.729033,0.985269,0.984279,0.960361,0.978679,0.994521,0.996446,0.787091,0.937208,0.965669,0.978968,100.000000,
524,45.152882,11.372732,11.722988,0.982728,0.981150,0.965361,0.975379,0.990579,0.996568,0.789755,0.938650,0.966503,0.979029,100.000000,
525,45.175165,11.372732,11.372732,0.983868,0.977363,0.969992,0.979595,0.990724,0.996759,0.788564,0.938013,0.965745,0.979018,100.000000,
526,44.742319,12.188810,12.188810,0.978439,0.975586,0.961015,0.972688,0.985925,0.996760,0.781337,0.935375,0.964283,0.978680,100.000000,
527,46.854751,13.685625,13.685625,0.985016,0.981969,0.975233,0.981297,0.990330,0.997495,0.813556,0.957337,0.978213,0.987113,100.000000,
528,46.449902,12.622022,17.378401,0.985366,0.982332,0.978241,0.979862,0.990662,0.997024,0.811988,0.949831,0.972748,0.982530,100.000000,
529,45.262352,12.622022,12.622022,0.982988,0.979507,0.966276,0.976909,0.990499,0.996442,0.790015,0.936529,0.964110,0.977519,100.000000,
530,45.420423,15.635673,15.635673,0.982943,0.979557,0.965082,0.976358,0.991385,0.996551,0.793477,0.939140,0.966853,0.979411,100.000000,
