Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
42,42.649199,0.029600,0.029600,0.997023,0.987850,0.972624,0.979543,0.988291,0.996268,0.704011,0.966716,0.985572,0.992090,93.468472,
43,41.862909,3.578854,5.156468,0.996174,0.986080,0.971369,0.977461,0.986150,0.994817,0.681406,0.954453,0.979013,0.987979,96.962176,
44,41.459880,3.578854,3.578854,0.995895,0.984607,0.966627,0.975498,0.985718,0.993721,0.672496,0.949009,0.975170,0.985005,96.218344,
45,41.734415,0.048714,5.982260,0.995998,0.985102,0.970290,0.975199,0.986166,0.993652,0.680018,0.953094,0.978528,0.987544,92.204356,
46,42.116307,0.048714,0.048714,0.996331,0.986361,0.971607,0.977489,0.987273,0.994489,0.691402,0.957811,0.980907,0.988980,92.697903,
47,41.699794,1.927672,5.039608,0.996066,0.985689,0.969015,0.976353,0.986154,0.994880,0.675030,0.954060,0.978866,0.987793,94.784608,
48,41.644728,1.927672,1.927672,0.995956,0.985230,0.970517,0.975085,0.985965,0.994000,0.675907,0.951570,0.977339,0.986558,94.509878,
49,41.429415,0.034804,5.070381,0.995867,0.983130,0.966190,0.971171,0.983143,0.994061,0.671021,0.951324,0.977372,0.986882,91.662886,
50,41.430232,0.034804,0.034804,0.995890,0.983167,0.966189,0.971274,0.983209,0.994056,0.669956,0.951461,0.977503,0.986955,91.684401,
51,40.371066,4.203106,6.851349,0.993632,0.979627,0.964033,0.964792,0.979582,0.991937,0.625223,0.937355,0.971845,0.983660,95.627845,
52,40.904153,4.203106,4.203106,0.994612,0.982417,0.965490,0.968931,0.982486,0.994345,0.641004,0.945051,0.975282,0.985702,96.565076,
53,41.252073,0.014771,6.262307,0.995448,0.981884,0.963541,0.968518,0.982404,0.993950,0.653957,0.951098,0.978066,0.987354,91.459703,
54,41.527865,0.014771,0.014771,0.995786,0.982898,0.965338,0.970787,0.983680,0.993884,0.662565,0.953884,0.979314,0.988054,91.785817,
55,42.115380,3.382472,5.367768,0.996203,0.985669,0.970272,0.974455,0.985515,0.996015,0.681777,0.960022,0.982319,0.990061,96.961609,
56,42.136551,3.382472,3.382472,0.996341,0.985242,0.969545,0.974777,0.985703,0.994673,0.682640,0.960574,0.982520,0.990049,96.878445,
57,42.681465,0.039075,4.443749,0.996961,0.986792,0.973277,0.977175,0.987226,0.994916,0.702663,0.966682,0.985577,0.991818,93.231568,
58,42.650250,0.039075,0.039075,0.996909,0.986658,0.973178,0.976983,0.987057,0.994827,0.701950,0.966309,0.985439,0.991718,93.187875,
59,41.777912,2.739596,4.265005,0.996268,0.983828,0.967982,0.972513,0.984326,0.993610,0.679176,0.956004,0.980096,0.988526,95.522378,
60,42.124152,2.739596,2.739596,0.996491,0.984584,0.970154,0.972819,0.985746,0.993724,0.690114,0.957806,0.980974,0.989005,95.765247,
61,42.206108,0.024456,4.835863,0.996785,0.985611,0.969642,0.974880,0.986260,0.994990,0.693582,0.960537,0.982377,0.989898,92.649490,
62,42.316008,0.024456,0.024456,0.996928,0.985844,0.969956,0.975281,0.986614,0.995030,0.698449,0.962020,0.983072,0.990338,92.765489,
63,42.083788,3.185457,4.955431,0.996754,0.985251,0.969583,0.974973,0.986486,0.994110,0.692549,0.959965,0.982180,0.989795,96.594021,
64,41.926063,3.185457,3.185457,0.996745,0.983959,0.967231,0.973437,0.984460,0.993900,0.689999,0.957782,0.980677,0.988619,96.144948,
65,42.047180,0.045949,5.706726,0.996595,0.984867,0.970479,0.973816,0.986334,0.993762,0.692855,0.958478,0.981731,0.989797,92.473586,
66,42.002910,0.045949,0.045949,0.996514,0.984669,0.970377,0.973438,0.986125,0.993634,0.691841,0.957810,0.981448,0.989534,92.396010,
67,40.885223,4.382049,6.254339,0.995640,0.981465,0.965249,0.969138,0.981028,0.993096,0.665240,0.943235,0.973150,0.984352,96.364846,
68,40.922635,4.382049,4.382049,0.995529,0.982125,0.967067,0.970641,0.982965,0.991946,0.666115,0.941999,0.972661,0.983919,96.448234,
69,41.421137,0.020329,7.509686,0.996247,0.982959,0.966470,0.970026,0.985009,0.992919,0.682993,0.952496,0.978587,0.987751,91.717830,
70,41.902305,0.020329,0.020329,0.996700,0.984596,0.968780,0.973394,0.986528,0.993570,0.697979,0.958024,0.981261,0.989271,92.311023,
